artist_name,birth_year,birth_year_key,style_name,style_count,style_years
Arthur Segal,1875,1875, Expressionism,,
Arthur Segal,1875,1875, Impressionism,,
Arthur Segal,1875,1875, Pointillism,,
Arthur Segal,1875,1875, Post-Impressionism,,
Arthur Segal,1875,1875, Realism,,
Auguste Herbin,1882,1882,Abstract Art,,1913-1960
Auguste Herbin,1882,1882, Cubism,,
Auguste Herbin,1882,1882, Fauvism,,
Auguste Herbin,1882,1882, Impressionism,,
Auguste Herbin,1882,1882, Orphism,,
Auguste Herbin,1882,1882, Pointillism,,
Auguste Herbin,1882,1882, Post-Impressionism,,
Balcomb Greene,1904,1904,Abstract Art,,1934-1945
Balcomb Greene,1904,1904, Figurative Expressionism,,
Balcomb Greene,1904,1904, Surrealism,,
Beauford Delaney,1901,1901,Abstract Art,,
Beauford Delaney,1901,1901, Abstract Expressionism,,
Beauford Delaney,1901,1901, Academicism,,
Beauford Delaney,1901,1901, American Realism,,
Beauford Delaney,1901,1901, Cubism,,
Beauford Delaney,1901,1901, Expressionism,,
Beauford Delaney,1901,1901, Fauvism,,
Beauford Delaney,1901,1901, Post-Impressionism,,
Ben Nicholson,1894,1894,Abstract Art,,1923-1967
Ben Nicholson,1894,1894, Cubism,,
Bice Lazzari,1900,1900,Abstract Art,,1925-1939
Bice Lazzari,1900,1900, Art Informel,,
Bice Lazzari,1900,1900, Cubism,,
Bice Lazzari,1900,1900, Post-Impressionism,,
Bruno Cassinari,1912,1912,Abstract Art,,1991-1991
Bruno Cassinari,1912,1912, Abstract Expressionism,,
Bruno Cassinari,1912,1912, Cubism,,
Bruno Cassinari,1912,1912, Expressionism,,
Charles Alston,1685,1685,Abstract Art,,
Charles Alston,1685,1685, Cubism,,
Charles Alston,1685,1685, Expressionism,,
Charles Alston,1685,1685, Muralism,,
Charles Alston,1685,1685, Social Realism,,
Clyfford Still,1904,1904,Abstract Art,,1940-1945
Clyfford Still,1904,1904, Abstract Expressionism,,
Clyfford Still,1904,1904, Color Field Painting,,
Clyfford Still,1904,1904, Expressionism,,
Constantin Blendea,1929,1929,Abstract Art,,1999-2006
Constantin Blendea,1929,1929, Expressionism,,
Constantin Brâncuși,1876,1876,Abstract Art,,1916-1943
Constantin Brâncuși,1876,1876, Dada,,
Constantin Brâncuși,1876,1876, Expressionism,,
Constantin Brâncuși,1876,1876, Naïve Art (Primitivism),,
Constantin Brâncuși,1876,1876, Unknown,,
Constantin Flondor,1936,1936,Abstract Art,,1965-2001
Constantin Flondor,1936,1936, Environmental (Land) Art,,
Constantin Flondor,1936,1936, Expressionism,,
Constantin Flondor,1936,1936, Op Art,,
Constantin Flondor,1936,1936, Realism,,
Constantin Flondor,1936,1936, Surrealism,,
David Bomberg,1890,1890,Abstract Art,,1913-1914
David Bomberg,1890,1890, Cubism,,
David Bomberg,1890,1890, Expressionism,,
David Bomberg,1890,1890, Realism,,
David Burliuk,1882,1882,Abstract Art,,
David Burliuk,1882,1882, Cubo-Futurism,,
David Burliuk,1882,1882, Fauvism,,
David Burliuk,1882,1882, Futurism,,
David Burliuk,1882,1882, Naïve Art (Primitivism),,
David Burliuk,1882,1882, Post-Impressionism,,
David Burliuk,1882,1882, Realism,,
David Burliuk,1882,1882, Surrealism,,
David Burliuk,1882,1882, Unknown,,
David Kakabadze,1889,1889,Abstract Art,,1920-1927
David Kakabadze,1889,1889, Cubism,,
David Kakabadze,1889,1889, Expressionism,,
David Kakabadze,1889,1889, Socialist Realism,,
David Kakabadze,1889,1889, Unknown,,
David Smith,1962,1962,Abstract Art,,1933-1938
David Smith,1962,1962, Abstract Expressionism,,
David Smith,1962,1962, Unknown,,
Dimitris Mytaras,1934,1934,Abstract Art,,1955-1994
Dimitris Mytaras,1934,1934, Contemporary Realism,,
Dimitris Mytaras,1934,1934, Expressionism,,
Dimitris Mytaras,1934,1934, Surrealism,,
Dusan Dzamonja,1928,1928,Abstract Art,1,
Dusan Dzamonja,1928,1928, Unknown,,
Eduardo Chillida,1924,1924,Abstract Art,17,1955-2005
Eduardo Chillida,1924,1924, Surrealism,,
Edward Wadsworth,1889,1889,Abstract Art,,1915-1945
Edward Wadsworth,1889,1889, Cubism,,
Edward Wadsworth,1889,1889, Impressionism,,
Edward Wadsworth,1889,1889, Post-Impressionism,,
Edward Wadsworth,1889,1889, Surrealism,,
Emilio Pettoruti,1892,1892,Abstract Art,,
Emilio Pettoruti,1892,1892, Cubism,,
Emilio Pettoruti,1892,1892, Post-Impressionism,,
Enrico Prampolini,1894,1894,Abstract Art,,1920-1955
Enrico Prampolini,1894,1894, Art Nouveau (Modern),,
Enrico Prampolini,1894,1894, Cubism,,
Enrico Prampolini,1894,1894, Dada,,
Enrico Prampolini,1894,1894, Expressionism,,
Enrico Prampolini,1894,1894, Futurism,,
Enrico Prampolini,1894,1894, Surrealism,,
Erik Bulatov,1933,1933,Abstract Art,,1964-1964
Erik Bulatov,1933,1933, Conceptual Art,,
Erik Bulatov,1933,1933, Photorealism,,
Erik Bulatov,1933,1933, Sots Art,,
Erik Bulatov,1933,1933, Unknown,,
Etienne Hajdu,1907,1907,Abstract Art,,1945-1975
Etienne Hajdu,1907,1907, Surrealism,,
Fernand Leger,1881,1881,Abstract Art,,
Fernand Leger,1881,1881, Constructivism,,
Fernand Leger,1881,1881, Cubism,,
Fernand Leger,1881,1881, Naïve Art (Primitivism),,
Fernand Leger,1881,1881, Orphism,,
Fernand Leger,1881,1881, Purism,,
Fernand Leger,1881,1881, Suprematism,,
Fernand Leger,1881,1881, Surrealism,,
Fernand Leger,1881,1881, Tubism,,
Fernando Lanhas,1923,1923,Abstract Art,14,1944-1985
Fernando de Szyszlo,1925,1925,Abstract Art,14,1960-2011
Francis Picabia,1879,1879,Abstract Art,,1913-1951
Francis Picabia,1879,1879, Cubism,,
Francis Picabia,1879,1879, Dada,,
Francis Picabia,1879,1879, Divisionism,,
Francis Picabia,1879,1879, Expressionism,,
Francis Picabia,1879,1879, Fauvism,,
Francis Picabia,1879,1879, Impressionism,,
Francis Picabia,1879,1879, Kitsch,,
Francis Picabia,1879,1879, Orphism,,
Francis Picabia,1879,1879, Surrealism,,
Francis Picabia,1879,1879, Unknown,,
Frantisek Kupka,1871,1871,Abstract Art,,
Frantisek Kupka,1871,1871, Art Nouveau (Modern),,
Frantisek Kupka,1871,1871, Expressionism,,
Frantisek Kupka,1871,1871, Impressionism,,
Frantisek Kupka,1871,1871, Orphism,,
Frantisek Kupka,1871,1871, Symbolism,,
Franz Marc,1880,1880,Abstract Art,,
Franz Marc,1880,1880, Cubism,,
Franz Marc,1880,1880, Expressionism,,
Franz Marc,1880,1880, Futurism,,
Franz Marc,1880,1880, Impressionism,,
Franz Marc,1880,1880, Post-Impressionism,,
Franz Marc,1880,1880, Realism,,
Franz Marc,1880,1880, Unknown,,
Gabriele Munter,1877,1877,Abstract Art,,
Gabriele Munter,1877,1877, Expressionism,,
Gabriele Munter,1877,1877, Post-Impressionism,,
George Saru,1920,1920,Abstract Art,,1976-2003
George Saru,1920,1920, Cubism,,
George Saru,1920,1920, Expressionism,,
George Saru,1920,1920, Unknown,,
Georgia O'Keeffe,1887,1887,Abstract Art,,
Georgia O'Keeffe,1887,1887, Abstract Expressionism,,
Georgia O'Keeffe,1887,1887, Precisionism,,
Georgia O'Keeffe,1887,1887, Regionalism,,
Georgia O'Keeffe,1887,1887, Unknown,,
Gerardo Dottori,1884,1884,Abstract Art,,1910-1935
Gerardo Dottori,1884,1884, Futurism,,
Gerardo Dottori,1884,1884, Pointillism,,
Giacomo Balla,1871,1871,Abstract Art,,
Giacomo Balla,1871,1871, Divisionism,,
Giacomo Balla,1871,1871, Futurism,,
Giacomo Balla,1871,1871, Impressionism,,
Giacomo Balla,1871,1871, Pointillism,,
Gio Pomodoro,1930,1930,Abstract Art,16,1961-1989
Gregorio Vardanega,1923,1923,Abstract Art,,1968-1977
Gregorio Vardanega,1923,1923, Concretism,,
Gregorio Vardanega,1923,1923, Kinetic Art,,
Gregorio Vardanega,1923,1923, Op Art,,
Hale Woodruff,1900,1900,Abstract Art,,
Hale Woodruff,1900,1900, Expressionism,,
Hale Woodruff,1900,1900, Muralism,,
Hale Woodruff,1900,1900, Post-Impressionism,,
Hale Woodruff,1900,1900, Regionalism,,
Hans Richter,1919,1919,Abstract Art,,1948-1970
Hans Richter,1919,1919, Cubism,,
Hans Richter,1919,1919, Dada,,
Hans Richter,1919,1919, Expressionism,,
Henri Matisse,1869,1869,Abstract Art,,1915-1953
Henri Matisse,1869,1869, Abstract Expressionism,,
Henri Matisse,1869,1869, Color Field Painting,,
Henri Matisse,1869,1869, Contemporary Realism,,
Henri Matisse,1869,1869, Cubism,,
Henri Matisse,1869,1869, Divisionism,,
Henri Matisse,1869,1869, Expressionism,,
Henri Matisse,1869,1869, Fauvism,,
Henri Matisse,1869,1869, Figurative Expressionism,,
Henri Matisse,1869,1869, Impressionism,,
Henri Matisse,1869,1869, Neo-Impressionism,,
Henri Matisse,1869,1869, Orientalism,,
Henri Matisse,1869,1869, Post-Impressionism,,
Henri Matisse,1869,1869, Realism,,
Henri Matisse,1869,1869, Unknown,,
Henry Moore,1898,1898,Abstract Art,,1950-1968
Henry Moore,1898,1898, Expressionism,,
Henry Moore,1898,1898, Neo-Romanticism,,
Henry Moore,1898,1898, Surrealism,,
Henry Moore,1898,1898, Unknown,,
Hilma af Klint,1862,1862,Abstract Art,,1906-1922
Hilma af Klint,1862,1862, Abstract Expressionism,,
Hilma af Klint,1862,1862, Expressionism,,
Hilma af Klint,1862,1862, Symbolism,,
Hossein Zenderoudi,1937,1937,Abstract Art,5,1972-1977
Ion Alin Gheorghiu,1929,1929,Abstract Art,,1968-2000
Ion Alin Gheorghiu,1929,1929, Cubism,,
Ion Pacea,1924,1924,Abstract Art,,1973-1973
Ion Pacea,1924,1924, Expressionism,,
Ion Pacea,1924,1924, Fauvism,,
Ion Pacea,1924,1924, Post-Impressionism,,
Jacoba van Heemskerck,1876,1876,Abstract Art,,
Jacoba van Heemskerck,1876,1876, Cubism,,
Jacoba van Heemskerck,1876,1876, Expressionism,,
Jacoba van Heemskerck,1876,1876, Pointillism,,
Jacques Villon,1875,1875,Abstract Art,,1912-1932
Jacques Villon,1875,1875, Art Nouveau (Modern),,
Jacques Villon,1875,1875, Cubism,,
Jacques Villon,1875,1875, Expressionism,,
Jacques Villon,1875,1875, Fauvism,,
Jacques Villon,1875,1875, Post-Impressionism,,
Jacques Villon,1875,1875, Purism,,
Jacques Villon,1875,1875, Surrealism,,
Jacques Villon,1875,1875, Unknown,,
Javad Hamidi,1918,1918,Abstract Art,,
Javad Hamidi,1918,1918, Expressionism,,
Javad Hamidi,1918,1918, Post-Impressionism,,
Javad Hamidi,1918,1918, Unknown,,
Jean Arp,1886,1886,Abstract Art,,1914-1956
Jean Arp,1886,1886, Automatic Painting,,
Jean Arp,1886,1886, Dada,,
Jean Arp,1886,1886, Surrealism,,
Jean Arp,1886,1886, Unknown,,
Jean David,1908,1908,Abstract Art,,
Jean David,1908,1908, Constructivism,,
Jean David,1908,1908, Cubism,,
Jean David,1908,1908, Expressionism,,
Jean David,1908,1908, Pop Art,,
Jean David,1908,1908, Surrealism,,
Jean Fautrier,1898,1898,Abstract Art,,1926-1928
Jean Fautrier,1898,1898, Art Informel,,
Jean Fautrier,1898,1898, Existential Art,,
Jean Fautrier,1898,1898, Expressionism,,
Jean Fautrier,1898,1898, Lyrical Abstraction,,
Jean Helion,1904,1904,Abstract Art,,1929-1939
Jean Helion,1904,1904, Cubism,,
Jean Helion,1904,1904, Expressionism,,
Jean Helion,1904,1904, Neoplasticism,,
Jean Hugo,1975,1975,Abstract Art,,1918-1918
Jean Hugo,1975,1975, Cubism,,
Jean Hugo,1975,1975, Fauvism,,
Jean Hugo,1975,1975, Naïve Art (Primitivism),,
Jean Hugo,1975,1975, Post-Impressionism,,
Jean Hugo,1975,1975, Surrealism,,
Joaquim Rodrigo,1912,1912,Abstract Art,,1953-1961
Joaquim Rodrigo,1912,1912, Naïve Art (Primitivism),,
Joaquin Torres Garcia,1874,1874,Abstract Art,,1919-1946
Joaquin Torres Garcia,1874,1874, Futurism,,
Joaquin Torres Garcia,1874,1874, Unknown,,
Johannes Itten,1888,1888,Abstract Art,,1915-1967
Johannes Itten,1888,1888, Constructivism,,
Johannes Itten,1888,1888, Cubism,,
Johannes Itten,1888,1888, Expressionism,,
Johannes Itten,1888,1888, Naïve Art (Primitivism),,
John Altoon,1925,1925,Abstract Art,,
John Altoon,1925,1925, Abstract Expressionism,,
John Ferren,1905,1905,Abstract Art,,1929-1938
John Ferren,1905,1905, Abstract Expressionism,,
John Ferren,1905,1905, Color Field Painting,,
John Ferren,1905,1905, Expressionism,,
John Marin,1870,1870,Abstract Art,,1916-1952
John Marin,1870,1870, Cubism,,
John Marin,1870,1870, Expressionism,,
John Marin,1870,1870, Impressionism,,
Jorge Martins,1954,1954,Abstract Art,,1967-1990
Jorge Martins,1954,1954, Neo-Expressionism,,
Jorge Martins,1954,1954, Pop Art,,
Josef Albers,1888,1888,Abstract Art,,1921-1967
Josef Albers,1888,1888, Constructivism,,
Josef Albers,1888,1888, Expressionism,,
Josef Albers,1888,1888, Hard Edge Painting,,
Josef Albers,1888,1888, Op Art,,
Josef Sima,1891,1891,Abstract Art,,1926-1966
Josef Sima,1891,1891, Surrealism,,
Julius Evola,1898,1898,Abstract Art,,1918-1921
Julius Evola,1898,1898, Dada,,
Julius Evola,1898,1898, Futurism,,
Karlo Zvirynsky,1923,1923,Abstract Art,,1952-1996
Karlo Zvirynsky,1923,1923, Abstract Expressionism,,
Karlo Zvirynsky,1923,1923, Post-Impressionism,,
Lajos Kassak,1887,1887,Abstract Art,,1950-1957
Lajos Kassak,1887,1887, Constructivism,,
Lajos Kassak,1887,1887, Dada,,
Lajos Kassak,1887,1887, Surrealism,,
Lawren Harris,1885,1885,Abstract Art,,1938-1964
Lawren Harris,1885,1885, Art Deco,,
Lawren Harris,1885,1885, Art Nouveau (Modern),,
Lawren Harris,1885,1885, Post-Impressionism,,
Lawren Harris,1885,1885, Symbolism,,
Lee Krasner,1908,1908,Abstract Art,,1938-1938
Lee Krasner,1908,1908, Abstract Expressionism,,
Lino Tagliapietra,1934,1934,Abstract Art,,1999-1999
Lino Tagliapietra,1934,1934, Kinetic Art,,
Lino Tagliapietra,1934,1934, Op Art,,
Lois Mailou Jones,1905,1905,Abstract Art,,
Lois Mailou Jones,1905,1905, Cubism,,
Lois Mailou Jones,1905,1905, Expressionism,,
Lois Mailou Jones,1905,1905, Impressionism,,
Lois Mailou Jones,1905,1905, Native Art,,
Lois Mailou Jones,1905,1905, Pop Art,,
Lois Mailou Jones,1905,1905, Post-Impressionism,,
Louis Schanker,1903,1903,Abstract Art,,1932-1944
Louis Schanker,1903,1903, Abstract Expressionism,,
Louis Schanker,1903,1903, Cubism,,
Lyubov Popova,1925,1925,Abstract Art,,1916-1922
Lyubov Popova,1925,1925, Constructivism,,
Lyubov Popova,1925,1925, Cubism,,
Lyubov Popova,1925,1925, Cubo-Futurism,,
Lyubov Popova,1925,1925, Expressionism,,
Lyubov Popova,1925,1925, Suprematism,,
Lyubov Popova,1925,1925, Unknown,,
Man Ray,1890,1890,Abstract Art,,1926-1926
Man Ray,1890,1890, Cubism,,
Man Ray,1890,1890, Dada,,
Man Ray,1890,1890, Surrealism,,
Marcel Janco,1895,1895,Abstract Art,,1917-1917
Marcel Janco,1895,1895, Art Deco,,
Marcel Janco,1895,1895, Constructivism,,
Marcel Janco,1895,1895, Cubism,,
Marcel Janco,1895,1895, Cubo-Expressionism,,
Marcel Janco,1895,1895, Dada,,
Marcel Janco,1895,1895, Expressionism,,
Marcel Janco,1895,1895, Naïve Art (Primitivism),,
Marcel Janco,1895,1895, Orientalism,,
Marcel Janco,1895,1895, Post-Impressionism,,
Marcel Janco,1895,1895, Unknown,,
Mark Rothko,1903,1903,Abstract Art,,1968-1968
Mark Rothko,1903,1903, Abstract Expressionism,,
Mark Rothko,1903,1903, Color Field Painting,,
Mark Rothko,1903,1903, Expressionism,,
Mark Rothko,1903,1903, Minimalism,,
Mark Rothko,1903,1903, Surrealism,,
Marsden Hartley,1877,1877,Abstract Art,,1913-1917
Marsden Hartley,1877,1877, Cubism,,
Marsden Hartley,1877,1877, Expressionism,,
Marsden Hartley,1877,1877, Pointillism,,
Marsden Hartley,1877,1877, Regionalism,,
Martha Boto,1925,1925,Abstract Art,,1953-1956
Martha Boto,1925,1925, Kinetic Art,,
Martha Boto,1925,1925, Op Art,,
Mathias Goeritz,1915,1915,Abstract Art,,
Mathias Goeritz,1915,1915, Abstract Expressionism,,
Mathias Goeritz,1915,1915, Concretism,,
Mathias Goeritz,1915,1915, Minimalism,,
Mathias Goeritz,1915,1915, Spatialism,,
Mathias Goeritz,1915,1915, Surrealism,,
Michel Seuphor,1901,1901,Abstract Art,15,1928-1987
Milton Avery,1885,1885,Abstract Art,,1952-1958
Milton Avery,1885,1885, Cubism,,
Milton Avery,1885,1885, Expressionism,,
Milton Avery,1885,1885, Fauvism,,
Milton Avery,1885,1885, Post-Impressionism,,
Mordecai Ardon,1896,1896,Abstract Art,,1956-1987
Mordecai Ardon,1896,1896, Abstract Expressionism,,
Mordecai Ardon,1896,1896, Expressionism,,
Mordecai Ardon,1896,1896, Surrealism,,
Natalia Goncharova,1881,1881,Abstract Art,,
Natalia Goncharova,1881,1881, Art Nouveau (Modern),,
Natalia Goncharova,1881,1881, Cubism,,
Natalia Goncharova,1881,1881, Cubo-Futurism,,
Natalia Goncharova,1881,1881, Expressionism,,
Natalia Goncharova,1881,1881, Fauvism,,
Natalia Goncharova,1881,1881, Naïve Art (Primitivism),,
Natalia Goncharova,1881,1881, Post-Impressionism,,
Natalia Goncharova,1881,1881, Rayonism,,
Natalia Goncharova,1881,1881, Unknown,,
Ossip Zadkine,1888,1888,Abstract Art,,1967-1967
Ossip Zadkine,1888,1888, Cubism,,
Ossip Zadkine,1888,1888, Expressionism,,
Otto Freundlich,1878,1878,Abstract Art,,1919-1941
Otto Freundlich,1878,1878, Expressionism,,
Paul Klee,1879,1879,Abstract Art,,1914-1940
Paul Klee,1879,1879, Abstract Expressionism,,
Paul Klee,1879,1879, Cubism,,
Paul Klee,1879,1879, Expressionism,,
Paul Klee,1879,1879, Fauvism,,
Paul Klee,1879,1879, Surrealism,,
Paul Klee,1879,1879, Unknown,,
Paul Nash,1889,1889,Abstract Art,,
Paul Nash,1889,1889, Cubism,,
Paul Nash,1889,1889, Dada,,
Paul Nash,1889,1889, Expressionism,,
Paul Nash,1889,1889, Surrealism,,
Paul Nash,1889,1889, Unknown,,
Perle Fine,1905,1905,Abstract Art,,1940-1948
Perle Fine,1905,1905, Abstract Expressionism,,
Perle Fine,1905,1905, Color Field Painting,,
Perle Fine,1905,1905, Minimalism,,
Perle Fine,1905,1905, Unknown,,
Pierre Daura,1896,1896,Abstract Art,,1930-1930
Pierre Daura,1896,1896, Expressionism,,
Pierre Daura,1896,1896, Post-Impressionism,,
Princess Fahrelnissa Zeid,1901,1901,Abstract Art,,1950-1968
Princess Fahrelnissa Zeid,1901,1901, Expressionism,,
Requena Nozal,1947,1947,Abstract Art,,2017-2017
Requena Nozal,1947,1947, Abstract Expressionism,,
Requena Nozal,1947,1947, Unknown,,
Rochelle Blumenfeld,1936,1936,Abstract Art,,
Rochelle Blumenfeld,1936,1936, Abstract Expressionism,,
Rochelle Blumenfeld,1936,1936, Figurative Expressionism,,
Rochelle Blumenfeld,1936,1936, Post-Painterly Abstraction,,
Roger Weik,1949,1949,Abstract Art,,
Roger Weik,1949,1949, Abstract Expressionism,,
Roger Weik,1949,1949, Lyrical Abstraction,,
Roger Weik,1949,1949, Unknown,,
Roman Selsky,1903,1903,Abstract Art,,1959-1970
Roman Selsky,1903,1903, Cubism,,
Roman Selsky,1903,1903, Impressionism,,
Roman Selsky,1903,1903, Post-Impressionism,,
Roman Selsky,1903,1903, Surrealism,,
Roy Lichtenstein,1923,1923,Abstract Art,,1964-1989
Roy Lichtenstein,1923,1923, Cubism,,
Roy Lichtenstein,1923,1923, Expressionism,,
Roy Lichtenstein,1923,1923, Pop Art,,
Roy Lichtenstein,1923,1923, Surrealism,,
Roy Lichtenstein,1923,1923, Unknown,,
Rudolf Bauer,1889,1889,Abstract Art,13,1913-1938
S. H. Raza,1922,1922,Abstract Art,,
Salvador Dali,1904,1904,Abstract Art,,1927-1983
Salvador Dali,1904,1904, Abstract Expressionism,,
Salvador Dali,1904,1904, Cloisonnism,,
Salvador Dali,1904,1904, Cubism,,
Salvador Dali,1904,1904, Divisionism,,
Salvador Dali,1904,1904, Expressionism,,
Salvador Dali,1904,1904, Impressionism,,
Salvador Dali,1904,1904, Kitsch,,
Salvador Dali,1904,1904, Metaphysical art,,
Salvador Dali,1904,1904, Naïve Art (Primitivism),,
Salvador Dali,1904,1904, Neoclassicism,,
Salvador Dali,1904,1904, Op Art,,
Salvador Dali,1904,1904, Pointillism,,
Salvador Dali,1904,1904, Post-Impressionism,,
Salvador Dali,1904,1904, Realism,,
Salvador Dali,1904,1904, Surrealism,,
Salvador Dali,1904,1904, Symbolism,,
Salvador Dali,1904,1904, Unknown,,
Serge Charchoune,1888,1888,Abstract Art,,1927-1959
Serge Charchoune,1888,1888, Cubism,,
Serge Charchoune,1888,1888, Purism,,
Sonia Delaunay,1885,1885,Abstract Art,,1967-1967
Sonia Delaunay,1885,1885, Dada,,
Sonia Delaunay,1885,1885, Fauvism,,
Sonia Delaunay,1885,1885, Orphism,,
Sophie Taeuber-Arp,1889,1889,Abstract Art,,
Sophie Taeuber-Arp,1889,1889, Constructivism,,
Sophie Taeuber-Arp,1889,1889, Dada,,
Stanisław Ignacy Witkiewicz,1885,1885,Abstract Art,,1918-1918
Stanisław Ignacy Witkiewicz,1885,1885, Art Nouveau (Modern),,
Stanisław Ignacy Witkiewicz,1885,1885, Expressionism,,
Stanisław Ignacy Witkiewicz,1885,1885, Unknown,,
Stig Brøgger,1941,1941,Abstract Art,,
Stig Brøgger,1941,1941, Conceptual Art,,
Stig Brøgger,1941,1941, Unknown,,
Theo van Doesburg,1883,1883,Abstract Art,,1914-1917
Theo van Doesburg,1883,1883, Art Nouveau (Modern),,
Theo van Doesburg,1883,1883, Constructivism,,
Theo van Doesburg,1883,1883, Cubism,,
Theo van Doesburg,1883,1883, Dada,,
Theo van Doesburg,1883,1883, Expressionism,,
Theo van Doesburg,1883,1883, Fauvism,,
Theo van Doesburg,1883,1883, Neoplasticism,,
Theo van Doesburg,1883,1883, Post-Impressionism,,
Theodore Roszak,1907,1907,Abstract Art,10,1940-1961
Tiberiy Szilvashi,1947,1947,Abstract Art,51,1994-2012
Tihamer Gyarmathy,1915,1915,Abstract Art,34,1940-1990
Toyen,1902,1902,Abstract Art,,1931-1931
Toyen,1902,1902, Dada,,
Toyen,1902,1902, Expressionism,,
Toyen,1902,1902, Surrealism,,
Valentin Khrushch,1943,1943,Abstract Art,,
Valentin Khrushch,1943,1943, Conceptual Art,,
Valentin Khrushch,1943,1943, Expressionism,,
Vanessa Bell,1879,1879,Abstract Art,,1914-1914
Vanessa Bell,1879,1879, Cloisonnism,,
Vanessa Bell,1879,1879, Divisionism,,
Vanessa Bell,1879,1879, Post-Impressionism,,
Vera Nedkova,1906,1906,Abstract Art,,
Vera Nedkova,1906,1906, Expressionism,,
Victor Hugo,1802,1802,Abstract Art,,
Victor Hugo,1802,1802, Abstract Expressionism,,
Victor Hugo,1802,1802, Symbolism,,
Victor Pasmore,1908,1908,Abstract Art,,1948-1951
Victor Pasmore,1908,1908, Abstract Expressionism,,
Victor Pasmore,1908,1908, Color Field Painting,,
Victor Pasmore,1908,1908, Constructivism,,
Victor Pasmore,1908,1908, Post-Impressionism,,
Victor Servranckx,1897,1897,Abstract Art,,1921-1949
Victor Servranckx,1897,1897, Cubism,,
Victor Vasarely,1906,1906,Abstract Art,,1929-1969
Victor Vasarely,1906,1906, Op Art,,
Vladimir Tatlin,1885,1885,Abstract Art,,1916-1917
Vladimir Tatlin,1885,1885, Constructivism,,
Vladimir Tatlin,1885,1885, Cubism,,
Vladimir Tatlin,1885,1885, Expressionism,,
Vladimir Tatlin,1885,1885, Post-Impressionism,,
Vladimir Tatlin,1885,1885, Realism,,
Vladimir Tatlin,1885,1885, Unknown,,
Walter Battiss,1906,1906,Abstract Art,,1968-1968
Walter Battiss,1906,1906, Art Brut,,
Walter Battiss,1906,1906, Conceptual Art,,
Walter Battiss,1906,1906, Expressionism,,
Walter Battiss,1906,1906, Impressionism,,
Walter Battiss,1906,1906, Naïve Art (Primitivism),,
Walter Battiss,1906,1906, Pop Art,,
Wassily Kandinsky,1866,1866,Abstract Art,,1910-1942
