artist_name,birth_year,birth_year_key,style_name,style_count,style_years
Jacob van Zevecote,1596,1596,Unknown,,
James Akin,1773,1773,Unknown,,
Jacob van Meurs,1610,1610,Unknown,,
Cristofano Robetta,1462,1462,Unknown,,
Philippe van Mallery,1598,1598,Unknown,,
François Denis Née,1732,1732,Unknown,,
Pieter Goos,1615,1615,Unknown,,
Carington Bowles,1724,1724,Unknown,,
Charles Alexandre Lesueur,1778,1778,Unknown,,
Johan Nieuhof,1618,1618,Unknown,,
William Henry Barrett,1846,1846,Unknown,,
Pieter de Hondt,1696,1696,Unknown,,
Joseph Mulder,1659,1659,Unknown,,
George Pickering,1794,1794,Unknown,,
George Vivian,1798,1798,Unknown,,
Fanny Corbaux,1812,1812,Unknown,,
Georg Braun,1541,1541,Unknown,,
Hendrick Hondius,1573,1573,Unknown,,
James Rennell,1742,1742,Unknown,,
Alfred Guesdon,1808,1808,Unknown,,
John Thornton,1385,1385,Unknown,,
Giovanni Francesco Camocio,1501,1501,Unknown,,
William Baffin,1584,1584,Unknown,,
Arnoldus Montanus,1625,1625,Unknown,,
Ricardo Baroja,1871,1871,Unknown,,
Matthäus Seutter,1678,1678,Unknown,,
Hendrik Nieuwenhuysen,1747,1747,Unknown,,
Manuel Manilla,1830,1830,Unknown,,
Pieter Jansz. Post,1608,1608,Unknown,,
James Horsburgh,1762,1762,Unknown,,
Sir William Beechey,1753,1753,Unknown,,
Robert Vaughn,1932,1932,Unknown,,
Bartolomé Vázquez,1749,1749,Unknown,,
Schelte a Bolswert,1586,1586,Unknown,,
William Heath,1795,1795,Unknown,,
Ernesto Gutierrez,1937,1937,Unknown,,
Antonio Manuel,1968,1968,Unknown,,
Jean Alexandre Coraboeuf,1870,1870,Unknown,,
Pablo Ruiz Picasso,1881,1881,Unknown,,
Pierre Audouin,1768,1768,Unknown,,
William Dickinson,1930,1930,Unknown,,
John Smith,1652,1652,Unknown,,
R. Cleveley,1748,1748,Unknown,,
Rolls-Royce,1877,1877,Unknown,,
Nobby Clark,1950,1950,Unknown,,
Teófilo Rego,1914,1914,Unknown,,
Gustavo Vasconcelos,1970,1970,Unknown,,
Catarina Sousa,2000,2000,Unknown,,
Zbigniew Brzozowski,1936,1936,Unknown,,
Sommer,1872,1872,Unknown,,
Marja Helander,1965,1965,Unknown,,
Marie Hansen,1964,1964,Unknown,,
Chauffourier,1679,1679,Unknown,,
Alphonse,1842,1842,Unknown,,
AFP,1982,1982,Unknown,,
Peter Bellamy,1944,1944,Unknown,,
Peter Millar,1942,1942,Unknown,,
Peter Ginter,1935,1935,Unknown,,
John Foxx,1948,1948,Unknown,,
Marc Dozier,1974,1974,Unknown,,
Peter Bullock,1937,1937,Unknown,,
Bruno Morandi,1959,1959,Unknown,,
Andreas Strauss,1968,1968,Unknown,,
Andrew Holt,1978,1978,Unknown,,
Mike Kemp,1952,1952,Unknown,,
Kim Steele,1950,1950,Unknown,,
Comstock,1880,1880,Unknown,,
Duncan Walker,1899,1899,Unknown,,
Declan Haun,1937,1937,Unknown,,
William R. Howell,1846,1846,Unknown,,
Feliks Nowicki,1840,1840,Unknown,,
Corky Lee,1947,1947,Unknown,,
Michael Busselle,1935,1935,Unknown,,
Robert L. Knudsen,1929,1929,Unknown,,
Hisashi Ishida,1895,1895,Unknown,,
Farkas,1847,1847,Unknown,,
Bloomberg,1951,1951,Unknown,,
John Turner,1929,1929,Unknown,,
Paul Thompson,1940,1940,Unknown,,
Alphonse Bertrand,1846,1846,Unknown,,
Charles Roland,1844,1844,Unknown,,
Richard Nowitz,1945,1945,Unknown,,
Frans Lemmens,1953,1953,Unknown,,
Vincenzo Lombardo,1836,1836,Unknown,,
Jumper,1980,1980,Unknown,,
Paolo Negri,1979,1979,Unknown,,
Jim Holmes,1955,1955,Unknown,,
JMN,1931,1931,Unknown,,
Jeremy Hoare,1981,1981,Unknown,,
Jeff Hunter,1959,1959,Unknown,,
Hiroshi Watanabe,1971,1971,Unknown,,
E. Decker,1832,1832,Unknown,,
Hiroshi Higuchi,1947,1947,Unknown,,
Joachim Messerschmidt,1941,1941,Unknown,,
Philibert,1954,1954,Unknown,,
Henry Rocher,1824,1824,Unknown,,
John Florea,1916,1916,Unknown,,
Daniel Berehulak,1975,1975,Unknown,,
Carl J. Horner,1864,1864,Unknown,,
Charles Eisenmann,1855,1855,Unknown,,
Edward Rogers,1787,1787,Unknown,,
J.S. Johnston,1839,1839,Unknown,,
Joel Sternfeld,1944,1944,Unknown,,
Stephen Dobbie,1982,1982,Unknown,,
A. A. Adee,1842,1842,Unknown,,
Otto Stupakoff,1935,1935,Unknown,,
Michel Dufour,1958,1958,Unknown,,
Jacek Kulm,1943,1943,Unknown,,
Witold Pilecki,1901,1901,Unknown,,
Yrjö Koskinen,1830,1830,Unknown,,
Max Waldman,1919,1919,Unknown,,
Conrad,1779,1779,Unknown,,
Laura Bowler,1986,1986,Unknown,,
Harold Hamilton,1885,1885,Unknown,,
Aino Aalto,1894,1894,Unknown,,
Link,1767,1767,Unknown,,
Aarne Pietinen,1884,1884,Unknown,,
Brunella Longo,1758,1758,Unknown,,
Tomasz Wendland,1960,1960,Unknown,,
Ivan Kyncl,1953,1953,Unknown,,
Elio Luxardo,1908,1908,Unknown,,
Horacio Coppola,1906,1906,Unknown,,
Yto Barrada,1971,1971,Unknown,,
Adam Czelny,1909,1909,Unknown,,
Ctibor Bachratý,1955,1955,Unknown,,
Francis Miller,1957,1957,Unknown,,
Eugeniusz Haneman,1917,1917,Unknown,,
Maria Austria,1915,1915,Unknown,,
Krzysztof Bieliński,1967,1967,Unknown,,
Severin Nilson,1846,1846,Unknown,,
Stanisław Mucha,1970,1970,Unknown,,
Zineb Sedira,1963,1963,Unknown,,
Belli,1852,1852,Unknown,,
Stefan Okołowicz,1948,1948,Unknown,,
Caneva,1957,1957,Unknown,,
Marek Gardulski,1952,1952,Unknown,,
Youssef Nabil,1972,1972,Unknown,,
Mauno Mannelin,1910,1910,Unknown,,
Spencer Keeton Cunningham,1983,1983,Unknown,,
Skinner,1804,1804,Unknown,,
John Anderson,1957,1957,Unknown,,
Albert Fernique,1841,1841,Unknown,,
Carol Harrison,1960,1960,Unknown,,
Fyodor Ivanovich Tyutchev,1803,1803,Unknown,,
Walery Rzewuski,1837,1837,Unknown,,
James Anderson,1813,1813,Unknown,,
Gianni Berengo Gardin,1930,1930,Unknown,,
Gustaf Welin,1930,1930,Unknown,,
Carel Blazer,1911,1911,Unknown,,
Sharif Waked,1964,1964,Unknown,,
Ron English,1959,1959,Unknown,,
Enrico Federico Jest,1750,1750,Unknown,,
Darren Thomas,1972,1972,Unknown,,
J. Meejin Yoon,1972,1972,Unknown,,
Cátia Oliveira,1991,1991,Unknown,,
Leszek Dziedzic,1931,1931,Unknown,,
Witold Górka,1945,1945,Unknown,,
Maurycy Pusch,1828,1828,Unknown,,
Holly Lee,1953,1953,Unknown,,
Franciszek Myszkowski,1625,1625,Unknown,,
Heinrich Iffland,1897,1897,Unknown,,
Eustachy Kossakowski,1925,1925,Unknown,,
Caroline Rose,1989,1989,Unknown,,
Michael Mayhew,1987,1987,Unknown,,
Zoë Dominic,1920,1920,Unknown,,
William Richards,1885,1885,Unknown,,
Jim Roberts,1939,1939,Unknown,,
Wacław Szymborski,1866,1866,Unknown,,
Józef Sebald,1853,1853,Unknown,,
Hogan,1992,1992,Unknown,,
Frank Coxhead,1851,1851,Unknown,,
Ricardo Sousa,1979,1979,Unknown,,
Keizo Ushio,1951,1951,Unknown,,
Tom King,1978,1978,Unknown,,
Lenora de Barros,1953,1953,Unknown,,
Richard Yee,1720,1720,Unknown,,
João Duarte,1952,1952,Unknown,,
Pablo Herrero,1942,1942,Unknown,,
Charles M. Conlon,1868,1868,Unknown,,
Guy Delahaye,1888,1888,Unknown,,
Juul Hondius,1970,1970,Unknown,,
James Starley,1831,1831,Unknown,,
Mika Ninagawa,1972,1972,Unknown,,
James McDougall,1904,1904,Unknown,,
Graham,1786,1786,Unknown,,
Jerzy Borowiec,1955,1955,Unknown,,
Richard Demarco,1930,1930,Unknown,,
Magda Hueckel,1978,1978,Unknown,,
Jan Mieczkowski,1830,1830,Unknown,,
Clive Barda,1945,1945,Unknown,,
Hugh McLachlan,1840,1840,Unknown,,
Tony Jones,1956,1956,Unknown,,
Tony Hill,1948,1948,Unknown,,
Brad Jackson,1975,1975,Unknown,,
Gustavs Šķilters,1874,1874,Unknown,,
Pierre Cavalan,1954,1954,Unknown,,
Matthew Brady,1799,1799,Unknown,,
Samuel Eliot Morison,1887,1887,Unknown,,
Czesław Datka,1905,1905,Unknown,,
Thomas Gobert,1640,1640,Unknown,,
Robert Jaworski,1975,1975,Unknown,,
Napier Waller,1893,1893,Unknown,,
Thomas Fisher,1908,1908,Unknown,,
Walter Sanders,1897,1897,Unknown,,
Frank Scherschel,1907,1907,Unknown,,
Malta,1890,1890,Unknown,,
Greene,1843,1843,Unknown,,
Iwan Baan,1975,1975,Unknown,,
Henry Collen,1797,1797,Unknown,,
Fred Fenster,1934,1934,Unknown,,
Juan Hernández,1962,1962,Unknown,,
Sean Lynch,1987,1987,Unknown,,
Hein Gorny,1904,1904,Unknown,,
Henri Carvallo,1965,1965,Unknown,,
Hong Lei,1960,1960,Unknown,,
Carl Vandyk,1851,1851,Unknown,,
Joachim Carvallo,1869,1869,Unknown,,
Zhang Dali,1963,1963,Unknown,,
Zoltan Kluger,1896,1896,Unknown,,
Richard A. Lyon,1914,1914,Unknown,,
Hildegard Rosenthal,1913,1913,Unknown,,
Franco Vaccari,1936,1936,Unknown,,
Mario Carbone,1924,1924,Unknown,,
Lozano,1895,1895,Unknown,,
Vidal,1808,1808,Unknown,,
Massimo Vitali,1944,1944,Unknown,,
Walter Niedermayr,1952,1952,Unknown,,
William Earle Williams,1950,1950,Unknown,,
Thomaz Farkas,1924,1924,Unknown,,
Henry Klumb,1905,1905,Unknown,,
Schutz,1808,1808,Unknown,,
Torres,1984,1984,Unknown,,
Hank Walker,1922,1922,Unknown,,
James Burke,1936,1936,Unknown,,
Poli,1987,1987,Unknown,,
William R. Pywell,1843,1843,Unknown,,
Cady,1989,1989,Unknown,,
Roberto Escobar,1946,1946,Unknown,,
Joaquim Paiva,1946,1946,Unknown,,
Simon Norfolk,1963,1963,Unknown,,
Brill,1842,1842,Unknown,,
W. A. Bentley,1867,1867,Unknown,,
Herbert Sonnenfeld,1906,1906,Unknown,,
Erik Steinbrecher,1963,1963,Unknown,,
Pedro Motta,2005,2005,Unknown,,
Norbert Miguletz,1961,1961,Unknown,,
Alfred Percival Maudslay,1850,1850,Unknown,,
Randall,1924,1924,Unknown,,
Rasmus Larsen,1867,1867,Unknown,,
Jorge Zapata,1978,1978,Unknown,,
Thiele,1860,1860,Unknown,,
Simone Decker,1968,1968,Unknown,,
Chandler,1949,1949,Unknown,,
Ángel Díaz,1929,1929,Unknown,,
João Urban,1943,1943,Unknown,,
H. H. Bennett,1843,1843,Unknown,,
Lourdes Almeida,1952,1952,Unknown,,
Seydou Keïta,1923,1923,Unknown,,
Paul Schutzer,1930,1930,Unknown,,
Leonard Freed,1929,1929,Unknown,,
Paula Trope,1962,1962,Unknown,,
Giovanni Chiaramonte,1948,1948,Unknown,,
Louis R. Lowery,1916,1916,Unknown,,
J. J. P. Oud,1890,1890,Unknown,,
Jesse H. Whitehurst,1819,1819,Unknown,,
Aderemi Adegbite,1982,1982,Unknown,,
Bocage,1765,1765,Unknown,,
Liu Ding,1976,1976,Unknown,,
Esther Parada,1938,1938,Unknown,,
William Mortensen,1897,1897,Unknown,,
Ralph Crane,1589,1589,Unknown,,
Juan Guzmán,1911,1911,Unknown,,
Bacon,1220,1220,Unknown,,
Manuel Pérez Barriopedro,1947,1947,Unknown,,
Allan Grant,1919,1919,Unknown,,
Phelps,1933,1933,Unknown,,
Serrano,1951,1951,Unknown,,
Flemming,1996,1996,Unknown,,
Theodore Lilienthal,1829,1829,Unknown,,
Sara Winter,1992,1992,Unknown,,
James Whitmore,1921,1921,Unknown,,
Miroslav Hák,1911,1911,Unknown,,
Lázaro,1825,1825,Unknown,,
Zurbarán,1598,1598,Unknown,,
Alexander Vasilyevich Kuprin,1880,1880,Unknown,,
Alexander Osmerkin,1892,1892,Unknown,,
Lee Gatch,1902,1902,Unknown,,
Adele Goodman Clark,1882,1882,Unknown,,
Justo Ruiz Luna,1865,1865,Unknown,,
Juan de Uceda,1570,1570,Unknown,,
Lim,1930,1930,Unknown,,
William Aikman,1682,1682,Unknown,,
Alfonso Grosso,1928,1928,Unknown,,
Domingo Martínez,1688,1688,Unknown,,
Manuel González Santos,1875,1875,Unknown,,
Alonso Vázquez,1564,1564,Unknown,,
Ľudovít Čordák,1864,1864,Unknown,,
Francisco Varela,1946,1946,Unknown,,
Charles Jervas,1675,1675,Unknown,,
Giordano,1769,1769,Unknown,,
Antanas Samuolis,1899,1899,Unknown,,
Renato Birolli,1905,1905,Unknown,,
Michael Rittstein,1949,1949,Unknown,,
Napoleon Iłłakowicz,1811,1811,Unknown,,
Pacheco,1961,1961,Unknown,,
Sam Shere,1905,1905,Unknown,,
Gordon Coster,1906,1906,Unknown,,
Bob Landry,1913,1913,Unknown,,
Ford,1886,1886,Unknown,,
Robin Sellick,1967,1967,Unknown,,
Taft,1906,1906,Unknown,,
Marcello Jori,1951,1951,Unknown,,
Joshua Benoliel,1873,1873,Unknown,,
Ivan Massar,1924,1924,Unknown,,
Miller,1923,1923,Unknown,,
James Karales,1930,1930,Unknown,,
Agan Harahap,1980,1980,Unknown,,
John T. Daniels,1873,1873,Unknown,,
Reinhard Mucha,1950,1950,Unknown,,
Justinas Vienožinskis,1886,1886,Unknown,,
Stanisław Bohusz-Siestrzeńcewicz,1869,1869,Unknown,,
Francisco Meneses Osorio,1640,1640,Unknown,,
Francesco Pige,1822,1822,Unknown,,
Ioannis Zacharias,1845,1845,Unknown,,
Silvio Consadori,1909,1909,Unknown,,
Joseph Marszewski,1827,1827,Unknown,,
Ernesto Treccani,1920,1920,Unknown,,
Isaac Luttichuys,1616,1616,Unknown,,
Giuseppe Guerreschi,1929,1929,Unknown,,
Cyprián Majerník,1909,1909,Unknown,,
Ladislav Čemický,1909,1909,Unknown,,
Paolo De Matteis,1662,1662,Unknown,,
Hugues Merle,1822,1822,Unknown,,
Jonas Lie,1833,1833,Unknown,,
Theodor Pistek,1932,1932,Unknown,,
Edward Burra,1905,1905,Unknown,,
Plinio Nomellini,1866,1866,Unknown,,
Heinrich Maria Davringhausen,1894,1894,Unknown,,
Edward Timothy Hurley,1869,1869,Unknown,,
Pasquale Ruggiero,1851,1851,Unknown,,
Zdeněk Sklenář,1910,1910,Unknown,,
John Robins,1982,1982,Unknown,,
Bob Campbell,1930,1930,Unknown,,
A. Ribeiro,1939,1939,Unknown,,
Larry Fink,1952,1952,Unknown,,
Kim Young-Jin,1961,1961,Unknown,,
Arthur Siegel,1913,1913,Unknown,,
Richard Meek,1982,1982,Unknown,,
Page Tsou,1978,1978,Unknown,,
Carlo Bavagnoli,1932,1932,Unknown,,
Erdem Moralıoğlu,1977,1977,Unknown,,
MAAS,1961,1961,Unknown,,
Hannah Ross,1990,1990,Unknown,,
Desmond Heeley,1931,1931,Unknown,,
Helen Jones,1954,1954,Unknown,,
Rachel Duncan,1985,1985,Unknown,,
Elizabeth Ammerman,1917,1917,Unknown,,
Bela Čikoš Sesija,1864,1864,Unknown,,
Christopher Bailey,1942,1942,Unknown,,
Junya Watanabe,1961,1961,Unknown,,
Nikolai Sharonov,1901,1901,Unknown,,
Shigeru Hayakawa,1953,1953,Unknown,,
Luis Fernández,1594,1594,Unknown,,
Edward Davis,1813,1813,Unknown,,
François Meuret,1800,1800,Unknown,,
Jean Pierre Frédéric Barrois,1786,1786,Unknown,,
Luigi Gandolfi,1810,1810,Unknown,,
Joseph Schwartz,1846,1846,Unknown,,
Barbara Bloom,1951,1951,Unknown,,
Hideaki Tanaka,1960,1960,Unknown,,
Yasuo Murota,1948,1948,Unknown,,
George Leuzinger,1813,1813,Unknown,,
George Strock,1911,1911,Unknown,,
Sigrid Calon,1969,1969,Unknown,,
Jose Mora,1847,1847,Unknown,,
Steve Allen,1921,1921,Unknown,,
Hans Sönnke,1906,1906,Unknown,,
Harry Borden,1907,1907,Unknown,,
Stefano Stefani,1938,1938,Unknown,,
Alex Beran,1923,1923,Unknown,,
Bernard Baron,1696,1696,Unknown,,
Jan van de Velde (I),1568,1568,Unknown,,
Harmen Jansz Muller,1539,1539,Unknown,,
Louis Spirinx,1596,1596,Unknown,,
Egbert van Panderen,1580,1580,Unknown,,
Noël François Bertrand,1784,1784,Unknown,,
Le Grand,1841,1841,Unknown,,
Philippus Endlich,1700,1700,Unknown,,
Nicolaes Ryckmans,1595,1595,Unknown,,
Jan Gerritsz. Visser,1745,1745,Unknown,,
Cornelis Martinus Vermeulen,1654,1654,Unknown,,
Benoit Taurel,1794,1794,Unknown,,
Burnet Reading,1749,1749,Unknown,,
Anthony van Zijlvelt,1640,1640,Unknown,,
Johannes de Broen,1649,1649,Unknown,,
Pieter Philippe,1635,1635,Unknown,,
Etienne Fessard,1714,1714,Unknown,,
François Harrewijn,1700,1700,Unknown,,
Pieter Sluyter,1675,1675,Unknown,,
Johannes Philippus Lange,1810,1810,Unknown,,
Abraham van den Broeck,1626,1626,Unknown,,
Sophia Wilhelmina Evans,1772,1772,Unknown,,
Johannes Eillarts,1570,1570,Unknown,,
Christian Benjamin Glassbach,1724,1724,Unknown,,
Coenraet Waumans,1619,1619,Unknown,,
Heinrich Sintzenich,1752,1752,Unknown,,
A. van Winter,1640,1640,Unknown,,
Louis Surugue,1686,1686,Unknown,,
Johannes van Houten,1839,1839,Unknown,,
Lucas Vorsterman (II),1624,1624,Unknown,,
Aernout Nagtegaal,1659,1659,Unknown,,
Dancker Danckerts,1633,1633,Unknown,,
Franz Krejci,1878,1878,Unknown,,
Johann Martin Lerch,1643,1643,Unknown,,
Cornelis Goutsbloem,1600,1600,Unknown,,
Carlos Reis,1863,1863,Unknown,,
Petr Petrovichev,1874,1874,Unknown,,
Vaino Alfred Blomstedt,1871,1871,Unknown,,
Richard Teschner,1879,1879,Unknown,,
John Wallace,1974,1974,Unknown,,
Ennio Morlotti,1910,1910,Unknown,,
Petras Kalpokas,1880,1880,Unknown,,
Francis Holman,1729,1729,Unknown,,
Emilio Centurión,1894,1894,Unknown,,
Felipe Abarzuza,1871,1871,Unknown,,
Manuel García y Rodríguez,1863,1863,Unknown,,
Eugenio Arruti,1841,1841,Unknown,,
Robert Strickland Thomas,1787,1787,Unknown,,
Angel María Cortellini,1819,1819,Unknown,,
Maria Leontina,1917,1917,Unknown,,
Joseph Rodefer DeCamp,1858,1858,Unknown,,
Prospero Minghetti,1786,1786,Unknown,,
Giuseppe Elena,1801,1801,Unknown,,
Claudio Francesco Beaumont,1694,1694,Unknown,,
José Salís,1863,1863,Unknown,,
Antonio Rizzi,1869,1869,Unknown,,
Gino Rossi,1884,1884,Unknown,,
Rhona Haszard,1901,1901,Unknown,,
Joshua Johnson,1765,1765,Unknown,,
Kume Keiichiro,1866,1866,Unknown,,
Guillermo Gómez Gil,1862,1862,Unknown,,
I Wayan Regep,1969,1969,Unknown,,
I Made Djirna,1957,1957,Unknown,,
Witold Wojtkiewicz,1879,1879,Unknown,,
Joseph Rosa,1726,1726,Unknown,,
Patrick Redmond,1966,1966,Unknown,,
Johann Georg Grimm,1846,1846,Unknown,,
Ruggero Savinio,1934,1934,Unknown,,
Miloš Jiránek,1875,1875,Unknown,,
Piero Marussig,1879,1879,Unknown,,
Gianni Dova,1925,1925,Unknown,,
Theo Meier,1908,1908,Unknown,,
Alfonso Chierici,1816,1816,Unknown,,
Federico Godoy,1898,1898,Unknown,,
Vítor Meireles,1832,1832,Unknown,,
Elías Salaverría,1883,1883,Unknown,,
Henrique José da Silva,1772,1772,Unknown,,
Gunter Damisch,1958,1958,Unknown,,
Svay Ken,1933,1933,Unknown,,
Giovanni Francesco Caroto,1480,1480,Unknown,,
Pieter Godfried Bertichen,1796,1796,Unknown,,
Mina Arndt,1885,1885,Unknown,,
Tej Bahadur Chitrakar,1898,1898,Unknown,,
Abdul Aziz,1924,1924,Unknown,,
Edith Collier,1885,1885,Unknown,,
Maksymilian Gierymski,1846,1846,Unknown,,
Juan Bermudez,1973,1973,Unknown,,
Wang Hongjian,1602,1602,Unknown,,
Diego Bejarano,1991,1991,Unknown,,
Mustafa Arapi,1950,1950,Unknown,,
Corrado Cagli,1910,1910,Unknown,,
Pietro Francesco Cittadini,1616,1616,Unknown,,
Alexis Bafcop,1804,1804,Unknown,,
Sindudarsono Sudjojono,1913,1913,Unknown,,
Josep Sala,1896,1896,Unknown,,
Affandi,1907,1907,Unknown,,
William Wissing,1656,1656,Unknown,,
Gaetano Chierici,1838,1838,Unknown,,
Dario Fo,1926,1926,Unknown,,
Giuseppe Bossi,1777,1777,Unknown,,
Pietro Domenico Olivero,1679,1679,Unknown,,
Joseph-Désiré Court,1797,1797,Unknown,,
Giovan Francesco Gessi,1588,1588,Unknown,,
Luca Ferrari,1605,1605,Unknown,,
Giuseppe Mazzola,1748,1748,Unknown,,
Vindizio Nodari Pesenti,1879,1879,Unknown,,
Joseph T. Pearson,1876,1876,Unknown,,
Józef Simmler,1823,1823,Unknown,,
I Made Wianta,1949,1949,Unknown,,
Kobayashi Mango,1870,1870,Unknown,,
Léon Pallière,1823,1823,Unknown,,
I Made Sinteg,1943,1943,Unknown,,
François René Moreaux,1807,1807,Unknown,,
Carlos Balliester,1874,1874,Unknown,,
Takahashi Yuichi,1828,1828,Unknown,,
Alessandro Prampolini,1823,1823,Unknown,,
Antoni Brodowski,1784,1784,Unknown,,
Andrea de Lione,1610,1610,Unknown,,
Enoch Seeman,1694,1694,Unknown,,
Paolo Emilio Besenzi,1608,1608,Unknown,,
Shang Yang,389,389,Unknown,,
Tobia Scarpa,1935,1935,Unknown,,
Niloofar Chaman,1962,1962,Unknown,,
Johann Georg Ziesenis,1716,1716,Unknown,,
I Ketut Tagen,1946,1946,Unknown,,
Antonio Rotta,1828,1828,Unknown,,
Marino Mazzacurati,1907,1907,Unknown,,
Ugo Attardi,1923,1923,Unknown,,
Atanasio Soldati,1896,1896,Unknown,,
Francesco Albotto,1721,1721,Unknown,,
Francesco Rustici,1592,1592,Unknown,,
Carlo Donelli,1661,1661,Unknown,,
Elisa Maria Boglino,1905,1905,Unknown,,
Bartolomeo Bezzi,1851,1851,Unknown,,
Gigiotti Zanini,1893,1893,Unknown,,
Rubens Peale,1784,1784,Unknown,,
Paola Consolo,1908,1908,Unknown,,
Anselmo Guinea,1854,1854,Unknown,,
Francisco Gutiérrez,1616,1616,Unknown,,
Sinha,1976,1976,Unknown,,
Lazzaro Pasini,1861,1861,Unknown,,
Hipólito Caron,1862,1862,Unknown,,
Righini,1908,1908,Unknown,,
Alessandro Milesi,1856,1856,Unknown,,
Earle,1856,1856,Unknown,,
Ubaldo Oppi,1889,1889,Unknown,,
Massimo D'Azeglio,1798,1798,Unknown,,
José Villegas,1844,1844,Unknown,,
Antonio Carnicero,1748,1748,Unknown,,
Eugenio Prati,1842,1842,Unknown,,
Baciccia,1639,1639,Unknown,,
Gabriele Di Matteo,1957,1957,Unknown,,
José Gutiérrez de la Vega,1791,1791,Unknown,,
Alcide Davide Campestrini,1863,1863,Unknown,,
Juan de Echevarría,1875,1875,Unknown,,
Mela Muter,1876,1876,Unknown,,
Hildebrandt,1847,1847,Unknown,,
Fernando Tirado Cardona,1862,1862,Unknown,,
Juan José del Carpio,1654,1654,Unknown,,
Liu Ye,1978,1978,Unknown,,
Andrés Pérez,1660,1660,Unknown,,
Manuel Villegas Brieva,1871,1871,Unknown,,
José Correia de Lima,1814,1814,Unknown,,
Nino Di Salvatore,1924,1924,Unknown,,
Rogelio de Egusquiza,1845,1845,Unknown,,
Eugène-Louis Boudin,1824,1824,Unknown,,
Carlo Bellosio,1801,1801,Unknown,,
Bauch,1897,1897,Unknown,,
Carlos Luis de Ribera y Fieve,1815,1815,Unknown,,
Francesco Cozza,1605,1605,Unknown,,
Fred Wagner,1860,1860,Unknown,,
Muller,1869,1869,Unknown,,
Henrique Cavalleiro,1892,1892,Unknown,,
Rafael Frederico,1865,1865,Unknown,,
Virgilio Mattoni,1842,1842,Unknown,,
William B. T. Trego,1858,1858,Unknown,,
Sebastián de Llanos y Valdés,1605,1605,Unknown,,
Rafael Senet,1856,1856,Unknown,,
Abraham Brueghel,1631,1631,Unknown,,
Juan de Espinal,1714,1714,Unknown,,
João Batista da Costa,1865,1865,Unknown,,
Eugênio Latour,1874,1874,Unknown,,
Vincent Hložník,1919,1919,Unknown,,
Martinet,1840,1840,Unknown,,
Jean Baptiste Camille Corot,1796,1796,Unknown,,
Alberto Martini,1876,1876,Unknown,,
Enric Simonet Lombardo,1866,1866,Unknown,,
Palliere,1761,1761,Unknown,,
Francesco Fidanza,1747,1747,Unknown,,
Cherubino Cornienti,1816,1816,Unknown,,
Attilio Pusterla,1862,1862,Unknown,,
Angelino Medoro,1567,1567,Unknown,,
Antonio Brugada,1804,1804,Unknown,,
Ignacio de Ries,1612,1612,Unknown,,
Daniel Bérard,1848,1848,Unknown,,
Alejandrino Irureta,1851,1851,Unknown,,
Linde,1993,1993,Unknown,,
G.W. Peters,1866,1866,Unknown,,
Daniele Ranzoni,1843,1843,Unknown,,
Pedro Peres,1841,1841,Unknown,,
William Duffield,1816,1816,Unknown,,
Nikolay Rybakov,1811,1811,Unknown,,
Pedro Nuñez de Villavicencio,1644,1644,Unknown,,
Diego López,1981,1981,Unknown,,
Cecilio Plá,1860,1860,Unknown,,
Sebastian Vranckx,1573,1573,Unknown,,
Francisco Barrera,1595,1595,Unknown,,
Lucas Valdés,1661,1661,Unknown,,
van der Werff,1946,1946,Unknown,,
Alessandro Cicarelli,1811,1811,Unknown,,
Fadjar Sidik,1930,1930,Unknown,,
František Kaván,1866,1866,Unknown,,
Victor Tardieu,1870,1870,Unknown,,
Jacob Wagner,1733,1733,Unknown,,
Webber,1865,1865,Unknown,,
Browne,1931,1931,Unknown,,
Kimsooja,1957,1957,Unknown,,
Margaret Burton,1894,1894,Unknown,,
Michael Howells,1957,1957,Unknown,,
Pan Ping-Yu,1970,1970,Unknown,,
Isabel Hall,1866,1866,Unknown,,
Kichiemon Okamura,1916,1916,Unknown,,
Maria Antonelli,1984,1984,Unknown,,
Jean Voigt,1940,1940,Unknown,,
Francesca Longo,1972,1972,Unknown,,
Wang Te-Yu,1970,1970,Unknown,,
Karin Gustafsson,1853,1853,Unknown,,
Stephen Sprouse,1953,1953,Unknown,,
Astrid Andersen,1915,1915,Unknown,,
Mariano Belmonte y Vacas,1828,1828,Unknown,,
Serafín Martínez del Rincón y Trives,1840,1840,Unknown,,
Murillo,1840,1840,Unknown,,
Ignacio Iriarte,1621,1621,Unknown,,
Gustáv Mallý,1879,1879,Unknown,,
José García Ramos,1852,1852,Unknown,,
Gerardo Ramos Brito,1943,1943,Unknown,,
Juan Espina y Capo,1848,1848,Unknown,,
Mario De Luigi,1901,1901,Unknown,,
Ecke Bonk,1953,1953,Unknown,,
Lavr Kuzmich Plakhov,1810,1810,Unknown,,
Pieter Andreas Rysbrack,1690,1690,Unknown,,
Paiva Brasil,1930,1930,Unknown,,
Pelayo Quintero Atauri,1867,1867,Unknown,,
Petr Ivanovich Kotov,1889,1889,Unknown,,
Giacomo Grosso,1860,1860,Unknown,,
Jean-Baptiste Roy-Audy,1778,1778,Unknown,,
Robert Field,1769,1769,Unknown,,
Piermaria Bagnadore,1550,1550,Unknown,,
José Domínguez Bécquer,1805,1805,Unknown,,
Josep Sancho Piqué,1872,1872,Unknown,,
