artist_name,birth_year,birth_year_key,place_name
Giovanni Battista Nini,1717,1717,Urbino
Gela Painter,600,600,Unknown
Girolamo della Robbia,1488,1488,Florence
Nikosthenes Painter,550,550,Unknown
Fillìa,1904,1904,Revello
Castellani Painter,650,650,Unknown
Amasis,700,700,Unknown
Luisa Roldán,1652,1652,Seville
Paolo Icaro,1936,1936,Turin
Boreads Painter,600,600,Unknown
Tleson Painter,550,550,Unknown
Hunt Painter,600,600,Unknown
Ambrosios Painter,550,550,Unknown
Painter N,600,600,Unknown
Lycurgus Painter,399,399,Unknown
Warren MacKenzie,1924,1924,Kansas City
Hiroshi Seto,1952,1952,Osaka Prefecture
David Drake,1945,1945,Dubuque
Charles Vyse,1882,1882,Unknown
Mark Hewitt,1955,1955,Unknown
Syriskos Painter,550,550,Unknown
Edward C. Moore,1827,1827,Unknown
Simon van de Passe,1595,1595,Cologne
Ze'ev Raban,1890,1890,Łódź
John Inch,1911,1911,Unknown
Thomas Charles Fletcher,1787,1787,Alstead
Christian Winter,1808,1808,Unknown
Narahara Ikko,1931,1931,Fukuoka
Zeuner,1905,1905,Berlin
Mark Klett,1952,1952,Albany
Rosenthal,1821,1821,Nysa
Omega,1914,1914,Vilnius
Pietro Bigaglia,1786,1786,Murano
Étienne-Augustin Le Roy,1737,1737,Unknown
Auguste Jean,1829,1829,Paris
Burnett,1800,1800,London
Hobbs,1950,1950,Unknown
Yasuhiro Suzuki,1948,1948,Shuzenji
Jean-Antoine Lépine,1720,1720,Challex
Antonio Salviati,1816,1816,Vicenza
Benjamin Bowden,1906,1906,London
Sarah Dodge,1777,1777,Unknown
Salviati,1816,1816,Unknown
Simon Jacob Sang,1720,1720,Unknown
Ludwig Yehuda Wolpert,1900,1900,Hildesheim
William Gale,1823,1823,London
Wolff,1683,1683,Unknown
Marcel Goupy,1886,1886,Unknown
Gerard Muller,1877,1877,Amsterdam
Yan Zoritchak,1944,1944,Ždiar
Leo Moser,1921,1921,Vienna
Julien Viard,1883,1883,13th arrondissement of Paris
Webb,1793,1793,Surrey
Vincenzo Moretti,1815,1815,Orvieto
Pfeiffer,1805,1805,Kassel
Andries Melort,1776,1776,Dordrecht
John Harmer,1594,1594,Unknown
Urban Janke,1887,1887,Polevsko
Haley,1982,1982,Manchester
Hamilton,1805,1805,Dublin
Rebecca Salsbury James,1891,1891,London
Richard Hudnut,1855,1855,Philadelphia
Gabriel Argy-Rousseau,1884,1884,Meslay-le-Vidame
Guido Balsamo Stella,1882,1882,Turin
Hans Stoltenberg-Lerche,1867,1867,Düsseldorf
Fulvio Bianconi,1915,1915,Padua
Flavio Poli,1900,1900,Chioggia
Napoleone Martinuzzi,1892,1892,Murano
Marcel Vertès,1895,1895,Újpest
Ludovico Diaz de Santillana,1931,1931,Rome
Geoffrey Mann,1980,1980,Unknown
Paolo Venini,1895,1895,Milan
Giacomo Franchini,1665,1665,Siena
Johann Wolfgang Schmidt,1677,1677,Hohnstein
Patrik Illo,1973,1973,Považská Bystrica
Stephen Procter,1562,1562,Unknown
Rosenberg,1889,1889,Unknown
Willem Jacobsz van Heemskerk,1613,1613,Leiden
Bauer,1928,1928,Nuremberg
Tang Yong,550,550,Unknown
James Tassie,1735,1735,Scotland
Carlson,1892,1892,Arthur
Dana Vachtova,1937,1937,Prague
Scott Chaseling,1962,1962,Unknown
Flavio Favelli,1967,1967,Florence
Kuhn,1842,1842,Berlin
Hudson,1867,1867,London
Moretti,1782,1782,Roncaro
William Parker,1952,1952,New York City
Pierre-Antoine Bellangé,1757,1757,Paris
Collins,1624,1624,Oxford
Lars Bo,1924,1924,Kolding
Carli,1862,1862,Meano
John Blades,1959,1959,Unknown
Monod,1902,1902,Rouen
William Beilby,1740,1740,Unknown
Lillie,1884,1884,Kensington
Goldoni,1919,1919,Split
Maurizio Mochetti,1940,1940,Unknown
Lin Kun-Ying,1980,1980,Hualien County
Nicola De Maria,1954,1954,Foglianise
Cornelis Visscher (II),1629,1629,Unknown
Hana Shahnavaz,1985,1985,Unknown
Elisabeth Deane,1926,1926,Unknown
Luisa Lambri,1969,1969,Como
Francis Greenway,1777,1777,Bristol
Deborah Kelly,0,0,Unknown
Queenie McKenzie,1930,1930,Unknown
Jonathan Richardson the Elder,1667,1667,Unknown
Gallé,1908,1908,Senta
Santos,1940,1940,Santa Cruz de Tenerife
Mariano Rubio Martínez,1926,1926,Calatayud
Charles Graffart,1893,1893,Unknown
Claes Cornelisz. Moeyaert,1603,1603,Amsterdam
Madan Mahatta,1932,1932,Unknown
Joseph Swan,1791,1791,Lincoln County Hospital
Yamamoto Hiroyuki,1984,1984,Kanagawa Prefecture
Federica Galli,1932,1932,Soresina
Mosè Bianchi,1840,1840,Monza
Eberhard Cornelis Rahms,1823,1823,Rotterdam
Walraad Nieuwhoff,1790,1790,Lower Saxony
Antoine Masson,1636,1636,Loury
Hermanus Jan Hendrik van Rijkelijkhuysen,1813,1813,Utrecht
Cornelis van der Grient,1827,1827,Delft
Robert Home,1752,1752,Kingston upon Hull
Petrus Johannes Arendzen,1846,1846,Amsterdam
Eleuterio Pagliano,1826,1826,Casale Monferrato
Ellen Day Hale,1855,1855,Worcester
Frederick Bloemaert,1616,1616,Utrecht
Peter Nabarlambarl,1930,1930,Unknown
Camille Jacob Pissarro,1830,1830,Charlotte Amalie
Thuraya Al-Baqsami,1952,1952,Kuwait
Mary Nimmo Moran,1842,1842,Strathaven
Samuel Seymour,1770,1770,Unknown
Gerard Valck,1651,1651,Amsterdam
Alphonse Levy,1843,1843,Marmoutier
Roelof van der Meulen,1806,1806,Amsterdam
Mohammed Omar Khalil,1936,1936,Khartoum
Giovanni Battista Franco,1510,1510,Unknown
Bate,1878,1878,Napier House
Solange Oliveira,2000,2000,Unknown
Gottfried Schadow,1764,1764,Unknown
Johann Friedrich Bolt,1769,1769,Berlin
Theodor Matham,1605,1605,Haarlem
Pieter van der Meulen,1638,1638,City of Brussels
Thomas Johnston,1708,1708,Boston
John Henry Amshewitz,1882,1882,Unknown
Francesco Bartolozzi,1727,1727,Florence
Rihards Zariņš,1869,1869,Ķieģeļi
Susan Goethel Campbell,1956,1956,Unknown
Jörg Schmeisser,1942,1942,Słupsk
Herbert Kisza,1943,1943,Chotěbuz
Johann Georg Rosenberg,1739,1739,Berlin
Giovanni Battista Brustoloni,1712,1712,Venice
Magdalina Konstantinovna Mavrovskaya,1914,1914,Maminskoe
Yuriy Yakovenko,1993,1993,Montbéliard
George Vertue,1684,1684,"St Martin-in-the-Fields, Westminster"
Edward Troughton,1753,1753,Cumberland
Jen,1976,1976,Seattle
Shinji Ohmaki,1971,1971,Unknown
Xu Hualing,1975,1975,Unknown
George Woodall,1850,1850,Unknown
Edward Rooker,1724,1724,Unknown
Heinrich Nauen,1880,1880,Krefeld
Johann Ludwig Stahl,1759,1759,Nuremberg
Johann Friedrich Tielker,1763,1763,Brunswick
John Wilson,1965,1965,Unknown
Meno Haas,1752,1752,Hamburg
Honoré Fragonard,1732,1732,Grasse
William Brocas,1790,1790,Dublin
Anna Lea Merritt,1844,1844,Philadelphia
Marcello Grassmann,1925,1925,São Simão
Petr Herel,1943,1943,Hořice
Henryk Pillati,1832,1832,Warsaw
Roy Kennedy,1934,1934,Darlington Point
Bernhardt Wall,1872,1872,Unknown
Víctor Pérez Pallarés,1933,1933,Lleida
Urbain Massard,1775,1775,Paris
Ahmed Karahisari,1469,1469,Afyonkarahisar
Zénobe Gramme,1826,1826,Jehay
Edo,1978,1978,Santiago
Adriaan Bemme,1753,1753,Delft
Juan Ribalta,1596,1596,Madrid
Charles Sargeant Jagger,1885,1885,Kilnhurst
Cornelis de Heem,1631,1631,Leiden
Johann Georg de Hamilton,1672,1672,City of Brussels
Hartog van Laun,1732,1732,Wrocław
Daniel Quare,1649,1649,Somerset
Weston,1733,1733,Leicester
Quirinus Harder,1801,1801,Rotterdam
Argand,1768,1768,Geneva
Thomas Cook,1808,1808,Derbyshire
Emma Bepler,1864,1864,Unknown
John McNaught,1849,1849,Unknown
Samuel Best,1966,1966,Hammersmith
Porter,1822,1822,Alexandria
Edward Massey,1619,1619,Unknown
Blaise Pascal,1623,1623,birth house of Blaise Pascal
John Donaghy,1838,1838,Hollidaysburg
Henry L. Fry,1807,1807,Bath
Thomas Edison,1847,1847,Milan
Hénon,1802,1802,Lyon
Topham,1904,1904,Unknown
Brunot,1040,1040,Solero
Ellie,1987,1987,Vaslui
Claude Chappe,1763,1763,Brûlon
Cordier,1797,1797,Unknown
Dognin,1847,1847,Lyon
James,1928,1928,Croydon
Jost Bürgi,1552,1552,Lichtensteig
Josef Urban,1907,1907,Unhošť
Thomas Alva Edison,1847,1847,Unknown
Pons,1838,1838,Unknown
Nikolaus Rugendas,1619,1619,Unknown
Jean Richard,1826,1826,Leipzig
Isoda Koryusai,1735,1735,Unknown
Antoine Gibus,1798,1798,Limoges
Yang Meizi,1162,1162,Unknown
Sesshu Toyo,1420,1420,Bitchū Province
Apollodoros,500,500,Attica
Oionokles Painter,500,500,Unknown
Nicholas Stone,1583,1583,Exeter
Willem Hendrik van der Wall,1716,1716,Utrecht
Painter of the Vatican Mourner,600,600,Unknown
Leoncillo Leonardi,1915,1915,Spoleto
Chiusi Painter,600,600,Unknown
Verrocchio,1435,1435,Florence
Wraith Painter,600,600,Unknown
Carpenter Painter,550,550,Unknown
Giovanni Giuliani,1663,1663,Venice
Anne Seymour Damer,1748,1748,Sevenoaks
Louise Ochsé,1884,1884,Forest
Vojtech Ihriský,1899,1899,Krásno nad Kysucou
Marsyas Painter,400,400,Attica
Ralph Wood,1715,1715,Unknown
Carel Lodewijk Dake,1886,1886,Schaerbeek
Chen Shizeng,1876,1876,Fenghuang County
Macaparana,1952,1952,Macaparana
Roberto Rodrigues,1906,1906,Recife
Štefan Kovaľ,1916,1916,Unknown
Valentine Blacker,1778,1778,Armagh
Apel·les Mestres,1854,1854,Barcelona
Martin Somerville,1796,1796,England
Jeong Su-yeong,1982,1982,South Korea
Fuku Akino,1908,1908,Unknown
Carl Moser,1873,1873,Bolzano
Ryu,1975,1975,New York City
Paul Greenberg,1937,1937,Unknown
Phil Ochs,1940,1940,El Paso
Yun Yong,1708,1708,Unknown
Michael Cook,1940,1940,Unknown
William Hind,1833,1833,Nottingham
Gabriele Basilico,1944,1944,Milan
Boris Izrailevich Anisfeld,1878,1878,Bălți
Kano Motonobu,1476,1476,Kyoto
Emilio Villa,1914,1914,Affori
Stephan Huber,1952,1952,Lindenberg im Allgäu
Elias Zayat,1935,1935,Damascus
Min Yeong-hwan,1861,1861,Seoul
Yang Gi-hun,1992,1992,Unknown
Yang Paeng-son,1480,1480,Unknown
Charlotte Bonaparte,1802,1802,Paris
Yi In-sang,1710,1710,Unknown
David Graham,1978,1978,Edinburgh
Venia Dimitrakopoulou,1965,1965,Athens
Frederick Marlett Bell-Smith,1846,1846,London
Frederick Whymper,1838,1838,London
Inji Efflatoun,1924,1924,Cairo
Charles Keller,1868,1868,Rochester
Eliot Elisofon,1911,1911,New York City
Diego Perrone,1979,1979,Montevideo
Moissey Kogan,1879,1879,Orhei
Gustav Eberlein,1847,1847,Spiekershausen
Alfonz Groma,1924,1924,Unknown
Miroslav Ksandr,1931,1931,Unknown
Clara Rilke-Westhoff,1878,1878,Bremen
Juraj Meliš,1942,1942,Nové Zámky
Ikkyu,1394,1394,Kyoto
Arman,1928,1928,Nice
Richard Nonas,1936,1936,New York City
Alberto Campo Baeza,1946,1946,Valladolid
Shizuo Fujimori,1891,1891,Kurume
Kim Jeong-ho,1804,1804,Tosan County
Adham Faramawy,1981,1981,Unknown
Eva Kmentová,1928,1928,Prague
Vittorio Tavernari,1919,1919,Milan
James Capper,1743,1743,Unknown
Arturo Martini,1889,1889,Treviso
Radek Kratina,1928,1928,Brno
Stelio Maria Martini,1943,1943,Ancona
Ljubomir Ivanović,1882,1882,Belgrade
Txiki,1964,1964,Olaberria
Zheng Sixiao,1241,1241,Unknown
Klaus Staeck,1938,1938,Pulsnitz
Athar Jaber,1982,1982,Rome
Vladimir Janousek,1922,1922,Ždírnice
Pietro Bernasconi,1705,1705,Riva San Vitale
Giovanni Pandiani,1809,1809,Milan
Antonio Carminati,1859,1859,Brembate
Stjepan Gračan,1941,1941,"Prugovac, Kloštar Podravski"
Michal Macku,1963,1963,Bruntál
Cincinnato Baruzzi,1796,1796,Imola
Kveta Pacovska,1928,1928,Prague
Alessandro Guerriero,1943,1943,Milan
Paolo Troubetzkoy,1866,1866,Intra
Ewerdt Hilgemann,1938,1938,Witten
Carlos Arias,1981,1981,Unknown
David Reekie,1947,1947,London Borough of Hackney
Francesco Bertos,1678,1678,Dolo
Duilio Forte,1967,1967,Milan
Alton Kelley,1940,1940,Houlton
Phan Quang,1873,1873,Unknown
Dmitry Zhukov,1981,1981,Rostov-on-Don
Reg Butler,1913,1913,Hertfordshire
Joseph Jacinto Mora,1876,1876,Montevideo
Rudolph Schadow,1786,1786,Rome
Christine Aymon,1953,1953,Geneva
Gaetano Manfredini,1800,1800,Unknown
Severin,1979,1979,Unknown
Camilla Jørgensen,1991,1991,Unknown
Mario Ceroli,1938,1938,Castel Frentano
Pietro Consagra,1920,1920,Mazara del Vallo
Caroline O'Brien,1942,1942,Unknown
Petr Johanus,1957,1957,České Budějovice
Cornelius Kierstede,1674,1674,Unknown
Bernardino Cametti,1669,1669,Rome
Luigi Auriemma,1954,1954,Montella
Michael Thomas,1927,1927,Berlin
Giovanni Spertini,1821,1821,Pavia
Pamela Kaye,1939,1939,Unknown
Paul Hardy,1942,1942,Lafayette
William James Hubard,1807,1807,Whitchurch
José dos Reis Carvalho,1798,1798,Ceará
Kim Yu-seong,2009,2009,Unknown
Miskin,1842,1842,Unknown
Iwasa Matabei,1578,1578,Itami
Antoni Solà,1780,1780,Barcelona
Davide Rivalta,1974,1974,Bologna
Floriano Bodini,1933,1933,Gemonio
Mark Sfirri,1952,1952,Chester
Enrico Butti,1847,1847,Viggiù
Rahmi Aksungur,1955,1955,Unknown
Giuseppe Grandi,1843,1843,Valganna
Jürgen Rose,1937,1937,Bernburg
Teodors Zaļkalns,1876,1876,Livonia Governorate
Ana Lupaș,1940,1940,Cluj-Napoca
Miquel Blay i Fàbregas,1866,1866,Unknown
André Ricard Sala,1929,1929,Barcelona
Simon Hurtrelle,1648,1648,Béthune
Nam Gye-u,1811,1811,Unknown
Gong Kai,1222,1222,Unknown
William Sanger,1885,1885,Unknown
Kita Genki,1664,1664,Unknown
Ales Vasicek,1947,1947,Ostrava
Bretislav Novak,1938,1938,Pardubice
Christina Bothwell,1960,1960,Unknown
Marian Karel,1944,1944,Pardubice
Baldwin,1779,1779,Newlin Township
Joe Mooney,1911,1911,Paterson
Stephan Balkenhol,1957,1957,Fritzlar
William Zadig,1884,1884,Malmö Sankt Petri församling
Lewis,1915,1915,Castries
Federico Tosi,1991,1991,Pietrasanta
Isaac Broome,1835,1835,Unknown
René Roubíček,1922,1922,Prague
Barry Johnston,1949,1949,Paddington
Michel Basbous,1921,1921,Batroun
Li Jian,1985,1985,Unknown
Gimhongsok,1964,1964,Unknown
Harry Mayerovitch,1910,1910,Montreal
Hieronymus Lang,1520,1520,Hüfingen
Thomas Davies,1737,1737,Shooter's Hill
James Pattison Cockburn,1779,1779,New York City
Kakutei,1722,1722,Unknown
Louis Charland,1958,1958,New Orleans
Lewis Simon,1884,1884,Bessarabia
Jane Teller,1911,1911,Rochester
Hossein Golba,1956,1956,Unknown
George Blakely,1870,1870,Unknown
Naihan Li,1981,1981,Harbin
Axel Vervoordt,1947,1947,Unknown
Maksim Bespalov,1983,1983,Dnipro
Max Lamb,1980,1980,Cornwall
Selma Burke,1900,1900,Mooresville
Édouard Muller,1823,1823,Mulhouse
Mark Morris,1862,1862,Red House
Charles Verschuuren,1891,1891,Tilburg
Jean Laurent,1816,1816,Unknown
Juan Esteves,1957,1957,Unknown
George Moodie,1872,1872,South Melbourne
Luca Vitone,1964,1964,Genoa
Jim Richard,1943,1943,Unknown
Wang Chung-Kun,1982,1982,Kaohsiung
Chen Lu,1976,1976,Changchun
Chen Wen Ling,1969,1969,Unknown
Mario Cucinella,1960,1960,Palermo
Ľudmila Cvengrošová,1937,1937,Radošina
Harriet Bell,1923,1923,New York
Roberto Almagno,1954,1954,Aquino
Debora Moore,1960,1960,St. Louis
Guillermo Mora,1980,1980,Alcalá de Henares
Betye Saar,1926,1926,Los Angeles
Vieira,1926,1926,Unknown
David Marchand,1776,1776,Unknown
Karol Weisslechner,1957,1957,Bratislava
Fabrice Gygi,1965,1965,Geneva
Antonio Corradini,1668,1668,Venice
Myers,1936,1936,St. Louis
Masami Kodama,1952,1952,Sasebo
Shi Jinsong,1969,1969,Unknown
Nino Franchina,1912,1912,Palmanova
Michele De Lucchi,1951,1951,Ferrara
Agostino Veneziano,1490,1490,Venice
Takahashi Hiroaki,1976,1976,Tokyo
Paul de Chomedey de Maisonneuve,1612,1612,Neuville-sur-Vanne
Arthur George Racey,1870,1870,Quebec City
J. Louis Engdahl,1884,1884,Unknown
Jean Baptiste Debret,1768,1768,Unknown
Walter Hood Fitch,1817,1817,Glasgow
Luca Trevisani,1979,1979,Verona
Carmelo Arden Quin,1913,1913,Rivera
Charles Spencer,1870,1870,Foxborough
Su Xinping,1960,1960,Unknown
Mary Livermore,1820,1820,Boston
Nishimura Shigenaga,1697,1697,Edo
Takashi Iwasaki,1972,1972,Unknown
Grandjean de Montigny,1776,1776,Paris
Igor Mosný,1959,1959,Trenčianske Teplice
Gerd Utescher,1912,1912,Unknown
Hidetoshi Nagasawa,1940,1940,Manchuria
Adam Goodrum,1972,1972,Perth
Pompeo Marchesi,1783,1783,Saltrio
Jean-Jules Allasseur,1818,1818,former 4th arrondissement of Paris
Martins Correia,1910,1910,Golegã
Carlo Lorenzetti,1858,1858,Venice
Jean-Baptiste Defernex,1729,1729,Paris
Giacomo Ginotti,1845,1845,Cravagliana
Aleijadinho,1730,1730,Cachoeira do Campo
Jeronimo Vicente Vallejo Cosida,1510,1510,Zaragoza
Francisco Salzillo,1707,1707,Murcia
Crispijn van den Broeck,1524,1524,Unknown
Lee Yun-ho,1948,1948,Daejeon
Lila De Nobili,1916,1916,Lugano
Kaspar Müller,1983,1983,Schaffhausen
Oliviero Toscani,1942,1942,Milan
Walter Dexter,1876,1876,Unknown
Jean Baptiste Carpeaux,1827,1827,Valenciennes
Aldo Cibic,1955,1955,Schio
Carlo Fait,1877,1877,Rovereto
Marquis,1777,1777,Dreux
Sergey Timofeyevich Konenkov,1874,1874,Q4108581
Arnolfo di Cambio,1240,1240,Colle di Val d'Elsa
Mirko,1910,1910,Udine
Attilio Selva,1888,1888,Trieste
Antonio Citterio,1950,1950,Meda
Frances Bagley,1946,1946,Fayetteville
Štefan Siváň,1906,1906,Unknown
Karol Baron,1939,1939,Levoča
Tom Otterness,1952,1952,Wichita
Major Felten,1904,1904,Unknown
Antanas Sutkus,1939,1939,Kluoniškiai
Silva,1809,1809,Amsterdam
Lotte Calm,1897,1897,Vinohrady
Jay Belloli,1944,1944,San Jose
Niccolò Tartaglia,1499,1499,Province of Brescia
José Bonifácio,1763,1763,Santos
Bartolomeo Cavaceppi,1715,1715,Rome
Andreas Schweigl,1735,1735,Brno
Francesco Patriarca,1932,1932,Gragnano
Renato Di Bosso,1905,1905,Verona
Stephen Dee Edwards,1954,1954,Santa Monica
Jumana Manna,1987,1987,Princeton
Jacob Beinhart,1460,1460,Geislingen an der Steige
Nag Arnoldi,1928,1928,Locarno
Barbara Lekberg,1925,1925,Portland
Allan Houser,1914,1914,Fort Sill
Mohssin Harraki,1981,1981,Unknown
Chaouki Choukini,1946,1946,Unknown
Toussaint Dubreuil,1561,1561,Paris
Monika Baer,1971,1971,Poznań
Toyotomi Hideyoshi,1537,1537,Nakamura-ku
Abraham Ortelius,1527,1527,Antwerp
Emperor Kōgon,1313,1313,Unknown
Alakbar Rezaguliyev,1903,1903,Baku
Ashikaga Yoshimitsu,1358,1358,Kyoto
Mir Mohsun Navvab,1833,1833,Shusha
Josep Berga i Boada,1872,1872,Olot
Dai Jin,1388,1388,Hangzhou
Huang Zhou,1925,1925,Li County
Kamil Lhoták,1912,1912,Bubeneč
Fujikawa Yūzō,1883,1883,Kagawa Prefecture
Fernand Massignon,1855,1855,Unknown
Jaroslav Brož,1935,1935,Pardubice
Hermann Wittig,1819,1819,Unknown
Ludwig Bohnstedt,1822,1822,Saint Petersburg
Tito Amodei,1926,1926,Colli a Volturno
Eugène-Louis Lequesne,1815,1815,4th arrondissement of Paris
Girolamo Santacroce,1502,1502,Nola
Alberto Guzmán,1927,1927,Vichayal District
Cesar Baldaccini,1921,1921,Marseille
Bruno Giorgi,1905,1905,Mococa
Richard Shaw,1941,1941,Unknown
Adèle d'Affry,1836,1836,Fribourg
Mário Cravo Júnior,1923,1923,Salvador
He Chaozong,1550,1550,Unknown
José Risueño,1665,1665,Granada
Hugo Hagen,1818,1818,Unknown
José Soto,1970,1970,Lima
Jozef Fizel,1932,1932,Unknown
Stanislav Biroš,1901,1901,Unknown
Ilja Holešovský,1941,1941,Brno
Petra Jureňová-Vlhová,1980,1980,Púchov
Paul Juvenal the Elder,1579,1579,Nuremberg
Georges Lallemant,1575,1575,Nancy
Otto Reinhold Jacobi,1812,1812,Königsberg
Johannes Janson,1729,1729,Unknown
Pieter Willem van Megen,1750,1750,The Hague
Frederick Bacon,1803,1803,London
Carel Allard,1648,1648,Amsterdam
Pieter de Mare,1758,1758,Leiden
Joseph Hartogensis,1822,1822,'s-Hertogenbosch
Dirk Jurriaan Sluyter,1811,1811,Amsterdam
Pieter Hendrik Jonxis,1757,1757,The Hague
Crispijn van de Passe (II),1593,1593,Cologne
Jan van de Velde (II),1593,1593,Rotterdam
Abraham Renodi,1746,1746,Unknown
Cornelis Huyberts,1669,1669,Unknown
Jan Lauwryn Krafft (I),1694,1694,City of Brussels
Nicolaas Hogenberg,1500,1500,Munich
Lambert Visscher,1633,1633,Amsterdam
Theodorus de Roode,1736,1736,Amsterdam
Johannes Arnoldus Boland,1838,1838,Geesteren
Erasmus Quellinus (II),1607,1607,Antwerp
Everard Crynsz. van der Maes,1577,1577,The Hague
Friedrich Christoph Dietrich,1779,1779,Öhringen
Cornelis Bogerts,1745,1745,Velsen
Robbert Muys,1742,1742,Rotterdam
Reynolds,1842,1842,Belfast
Frederik Hendrik Weissenbruch,1828,1828,The Hague
Pieter van Gunst,1659,1659,Amsterdam
David Coster,1686,1686,The Hague
Jan Willem Caspari,1779,1779,Amsterdam
Benjamin Samuel Bolomey,1739,1739,Lausanne
Coenraet Decker,1651,1651,Amsterdam
Wilhelmus ten Rhijne,1649,1649,Deventer
Pieter van den Berge,1659,1659,Amsterdam
Mathias de Sallieth,1749,1749,Prague
Johannes Gronsveld,1660,1660,The Hague
Gerard Jan Bos,1860,1860,Utrecht
Pieter de Jode (II),1606,1606,Unknown
Dirk Sluyter,1790,1790,Amsterdam
Ludwig Gottlieb Portman,1772,1772,Darmstadt
Willem van Senus,1773,1773,Utrecht
Herman Padtbrugge,1656,1656,Amsterdam
Cornelis Brouwer,1634,1634,Rotterdam
Christiaan Josi,1768,1768,Utrecht
Gilliam van der Gouwen,1657,1657,Antwerp
Jacobus Frederik Sterre de Jong,1866,1866,Amsterdam
Schelte Adamsz. Bolswert,1586,1586,Unknown
Govert Kitsen,1766,1766,Rotterdam
Seymour Haden,1818,1818,London
Cornelis van Jagen,1684,1684,Amsterdam
Antonie van der Beek,1783,1783,Delft
Abraham Allard,1676,1676,Amsterdam
Cornelis van Dalen (I),1602,1602,Amsterdam
Jean Antoine Watteau,1684,1684,Valenciennes
Christiaan Lodewijk van Kesteren,1832,1832,Amsterdam
Antoine Alexandre Joseph Cardon,1739,1739,Unknown
Willem Matthias Jan van Dielen,1805,1805,Utrecht
Moyses van Wtenbrouck,1595,1595,The Hague
Antonie Franciscus Dona,1802,1802,The Hague
Julius Henricus Quinkhard,1736,1736,Amsterdam
Jan Fokke,1742,1742,Amsterdam
Hieronymus Sweerts,1629,1629,Amsterdam
Carl Fredrik Akrell,1779,1779,Stockholm
Cornelis van Dalen (II),1638,1638,Unknown
Hessel Gerritsz,1581,1581,Assum
Teodoro Matteini,1754,1754,Pistoia
Jan Caspar Philips,1690,1690,Germany
Maurice Dumont,1869,1869,Coutances
Gerard Sibelius,1734,1734,Amsterdam
Jan Dasveldt,1770,1770,Amsterdam
Christian Friedrich Fritzsch,1719,1719,Hamburg
Jan Izaak van Mansvelt,1761,1761,Utrecht
Philibert Bouttats,1675,1675,Antwerp
Bastiaen Stopendael,1637,1637,Amsterdam
Johannes Pieter van Wisselingh,1812,1812,Amersfoort
Lambertus Antonius Claessens,1763,1763,Antwerp
Prot,1922,1922,Warsaw
Johannes van der Spyck,1676,1676,Unknown
Nicolaes van Helt Stockade,1614,1614,Nijmegen
Frédéric Théodore Faber,1782,1782,City of Brussels
Johannes Stroebel,1821,1821,The Hague
Balthasar Bernards,1710,1710,Duchy of Brabant
Shirley Jones,1934,1934,Charleroi
Abraham Bloteling,1640,1640,Amsterdam
Pieter de Jode (I),1570,1570,Antwerp
Philippus Velijn,1787,1787,Leiden
Jacobus Baptist,1665,1665,Amsterdam
Anthonie Willem Hendrik Nolthenius de Man,1793,1793,Nijmegen
George Wilson,1818,1818,Edinburgh
Johann Heinrich Maria Hubert Rennefeld,1832,1832,Neuss
James Scouler,1740,1740,Edinburgh
Guglielmo Faija,1803,1803,Unknown
Bonaventura Peeters (I),1614,1614,Antwerp
John Augustus Atkinson,1775,1775,London
Iven Besoet,1720,1720,Leiden
Balthasar Florisz. van Berckenrode,1591,1591,Delft
Jacob van Rees,1854,1854,Amsterdam
Frans Huys,1522,1522,Unknown
Antonio Masutti,1810,1810,Padua
Jacob Groenendijk,1762,1762,Rotterdam
Hendrik Dirk Kruseman van Elten,1829,1829,Alkmaar
François Gonord,1756,1756,Saint-Germain-la-Campagne
Arnold van Westerhout,1651,1651,Antwerp
Frank Waters,1902,1902,Colorado Springs
Kazuo Iha,1950,1950,Unknown
Salomon Savery,1594,1594,Amsterdam
Arthur Pond,1705,1705,London
John Hill,1770,1770,London
