artist_name,birth_year,birth_year_key,place_name
Antoni Tapies,1923,1923,Barcelona
Antonio Areal,1934,1934,Porto
Antonio Palolo,1946,1946,Évora
Antonio Sanfilippo,1923,1923,Partanna
Asger Jorn,1914,1914,Vejrum Parish
Aurel Cojan,1914,1914,Beceni
Bernard Schultze,1915,1915,Piła
Carl Buchheister,1890,1890,Hanover
Carla Accardi,1924,1924,Trapani
Charlotte Posenenske,1930,1930,Wiesbaden
Christo Coetzee,1929,1929,Johannesburg
Claude Georges,1929,1929,Fumay
Corneille,1642,1642,Paris
Daniel Dezeuze,1942,1942,Alès
Eileen Agar,1899,1899,Buenos Aires
Emilio Scanavino,1922,1922,Genoa
Endre Bartos,1930,1930,Baja
Enrico Baj,1924,1924,Milan
Enrico Castellani,1930,1930,Castelmassa
Ernst Wilhelm Nay,1902,1902,Berlin
Eugene Brands,1913,1913,Amsterdam
Eugene Leroy,1910,1910,Tourcoing
Fausto Melotti,1901,1901,Rovereto
Florin Maxa,1943,1943,Teiuș
Francis Bott,1904,1904,Frankfurt
Francois Arnal,1924,1924,La Valette-du-Var
Fritz Winter,1905,1905,Bönen
Gil Teixeira Lopes,1936,1936,Mirandela
Giulio Turcato,1912,1912,Mantua
Giuseppe Penone,1947,1947,Garessio
Giuseppe Santomaso,1907,1907,Venice
Greta Freist,1904,1904,Weikersdorf
Helmut Sturm,1932,1932,Furth im Wald
Henri Michaux,1899,1899,Namur
Herbert Zangs,1924,1924,Krefeld
Horia Damian,1922,1922,Bucharest
Huguette Arthur Bertrand,1922,1922,Écouen
Ion Bitzan,1924,1924,Limanu
Ivan Serpa,1923,1923,Tijuca
Jacques Busse,1922,1922,Vincennes
Jaroslav Serpan,1922,1922,Karlštejn
Jean Degottex,1918,1918,Sathonay-Camp
Jean Le Moal,1909,1909,France
Jean Messagier,1920,1920,17th arrondissement of Paris
Jean Miotte,1926,1926,10th arrondissement of Paris
Jean Rene Bazaine,1904,1904,17th arrondissement of Paris
Jiro Yoshihara,1905,1905,Osaka
Joan Hernandez Pijuan,1931,1931,Barcelona
Joan Ponc,1927,1927,Barcelona
Julius Bissier,1893,1893,Freiburg im Breisgau
Karel Appel,1921,1921,Amsterdam
Karl Otto Gotz,1914,1914,Aachen
Kim Tschang-yeul,1929,1929,Maengsan County
Leo Leuppi,1893,1893,Zürich
Lilia Carrillo,1930,1930,Mexico City
Luciano Bartolini,1948,1948,Unknown
Luigi Guardigli,1923,1923,Lugo
Luis Feito,1929,1929,Madrid
Manuel Rivera,1927,1927,Granada
Marcelle Loubchansky,1912,1912,11th arrondissement of Paris
Mario Ballocco,1913,1913,Milan
Mario Prassinos,1916,1916,Constantinople
Mario Schifano,1934,1934,al-Khums
Maurice Esteve,1904,1904,Culan
Modest Cuixart,1925,1925,Barcelona
Monique Orsini,1937,1937,Quercitello
Natalia Dumitresco,1915,1915,Bucharest
Nicolas de Staël,1914,1914,Saint Petersburg
Olivier Debre,1920,1920,Paris
Ozdemir Atlan,1931,1931,Giresun
Paolo Scheggi,1940,1940,Florence
Paritosh Sen,1918,1918,Dhaka
Patrick Heron,1920,1920,Headingley
Piero Manzoni,1933,1933,Soncino
Rene Duvillier,1919,1919,Oyonnax
Rune Jansson,1932,1932,Skinnskatteberg
Sadamasa Motonaga,1922,1922,Ueno
Samuel Buri,1935,1935,Täuffelen
Simon Hantai,1922,1922,Bia
Tano Festa,1938,1938,Rome
Theo Gerber,1928,1928,Thun
Wols,1913,1913,Berlin
Akseli Gallen-Kallela,1865,1865,Pori
Albin Egger-Lienz,1868,1868,Stribach
Alexandre Benois,1870,1870,Saint Petersburg
Alfred William Finch,1854,1854,Saint-Josse-ten-Noode
Alphonse Mucha,1860,1860,Ivančice
Andrei Ryabushkin,1861,1861,Borisoglebsk Uyezd
Anna Katarina Boberg,1864,1864,Klara Church Parish
Anne Brigman,1869,1869,Honolulu
Arthur Rackham,1867,1867,Lewisham
Aubrey Beardsley,1872,1872,Brighton
Austin Osman Spare,1886,1886,London
Beatrix Potter,1866,1866,West Brompton
Boris Kustodiev,1878,1878,Astrakhan
Byam Shaw,1872,1872,Chennai
Annibale Carracci,1560,1560,Bologna
Carl Larsson,1853,1853,Storkyrkoförsamlingen
Carlos Schwabe,1866,1866,Altona
Charles Rennie Mackintosh,1868,1868,Townhead
Charles Robinson,1945,1945,Houston
Clarence Gagnon,1881,1881,Montreal
Cuno Amiet,1868,1868,Solothurn
Dorothy Lathrop,1884,1884,Unknown
Edmund Dulac,1882,1882,Toulouse
Eero Järnefelt,1863,1863,Vyborg
Egon Schiele,1890,1890,Tulln an der Donau
Eliseu Visconti,1866,1866,Giffoni Valle Piana
Emile Galle,1846,1846,Nancy
Emily Carr,1871,1871,Victoria
Emmerico Nunes,1888,1888,Lisbon
Ethel Reed,1876,1876,Newburyport
Eugène Grasset,1845,1845,Lausanne
Fedir Krychevsky,1879,1879,Lebedyn
Felice Casorati,1883,1883,Novara
Felix Vallotton,1865,1865, Lausanne
Ferdinand Hodler,1853,1853,Bern
Fernand Khnopff,1858,1858,Dendermonde
Filipp Malyavin,1869,1869,Kazanka
Frank Cadogan Cowper,1877,1877,Wicken
Frank Johnston,1929,1929,Toronto
Frank Xavier Leyendecker,1876,1876,Germany
Franklin Carmichael,1890,1890,Orillia
Franz Stuck,1863,1863,Tettenweis
Frederick Carl Frieseke,1874,1874,Owosso
Fritz Rehm,1871,1871,Munich
Fujishima Takeji,1867,1867,Ikenoue-chō
Gabriel von Max,1840,1840,Prague
Galileo Chini,1873,1873,Florence
George Barbier,1882,1882,Nantes
Georges Lemmen,1865,1865,Schaerbeek - Schaarbeek
Gustav Klimt,1862,1862,Vienna
Harry Clarke,1889,1889,Dublin
Henri de Toulouse-Lautrec,1864,1864,Albi
Henry van de Velde,1863,1863,Antwerp
Heorhiy Narbut,1886,1886,Narbutivka
Hossein Behzad,1894,1894,Shiraz
Ivan Bilibin,1876,1876,Tarkhovka
Ivan Milev,1897,1897,Kazanlak
J. E. H. MacDonald,1873,1873,Durham
Jacek Malczewski,1854,1854,Radom
Jan Mankes,1889,1889,Meppel
Jan Toorop,1858,1858,Purworejo
Joan Brull,1863,1863,Barcelona
John Bauer,1882,1882,Jönköpings Kristina församling
John Duncan,1919,1919,Huntsville
Jules Cheret,1836,1836,former 11th arrondissement of Paris
Julio Romero de Torres,1874,1874,Córdoba
Jury Annenkov,1889,1889,Petropavlovsk-Kamchatsky
Józef Mehoffer,1869,1869,Ropczyce
Kay Nielsen,1886,1886,Copenhagen
Kazimir Malevich,1879,1879,Kyiv
Koloman Moser,1868,1868,Vienna
Konstantin Korovin,1861,1861,Moscow
Konstantin Somov,1869,1869,Saint Petersburg
Konstantin Yuon,1875,1875,Moscow
Konstantinos Parthenis,1878,1878,Alexandria
Leon Bakst,1866,1866,Hrodna
Leon Wyczółkowski,1852,1852,Wola Miastkowska
Leonetto Cappiello,1875,1875,Livorno
Louis Comfort Tiffany,1848,1848,New York City
Louis Wain,1860,1860,Clerkenwell
Lucien Pissarro,1863,1863,Paris
Margaret Macdonald,1864,1864,Tipton
Martiros Sarian,1880,1880,Nakhichevan-on-Don
Max Kurzweil,1867,1867,Bzenec
Max Slevogt,1868,1868,Landshut
Maxfield Parrish,1870,1870,Philadelphia
Meta Vaux Warrick Fuller,1948,1948,Unknown
Michel Simonidy,1870,1870,Bucharest
Mikhail Nesterov,1862,1862,Ufa
Mstislav Dobuzhinsky,1875,1875,Veliky Novgorod
Nicholas Roerich,1874,1874,Saint Petersburg
Odilon Redon,1840,1840,Bordeaux
Otto Eckmann,1865,1865,Hamburg
Owen Jones,1809,1809,London
Paul Mathiopoulos,1876,1876,Athens
Paul Ranson,1861,1861,Limoges
Pyotr Konchalovsky,1876,1876,Sloviansk
Ramon Casas,1866,1866,Barcelona
Raphael Kirchner,1875,1875,Vienna
Richard Gerstl,1883,1883,Vienna
Rupert Bunny,1864,1864,Melbourne
Saturnino Herran,1887,1887,Aguascalientes City
Serge Sudeikin,1882,1882,Smolensk
Sergey Solomko,1867,1867,Saint Petersburg
Stanisław Wyspiański,1869,1869,Kraków
Stefan Luchian,1868,1868,Ștefănești
Teodor Axentowicz,1859,1859,Brașov
Theodor Severin Kittelsen,1857,1857,Kragerø
Theophile Steinlen,1859,1859,Lausanne
Thomas Hart Benton,1889,1889,Neosho
Thomas Theodor Heine,1867,1867,Leipzig
Tom Thomson,1877,1877,Claremont
Valentin Serov,1865,1865,Saint Petersburg
Vasily Polenov,1844,1844,Saint Petersburg
Vasyl Hryhorovych Krychevsky,1873,1873,Vorozhba
Victor Borisov-Musatov,1870,1870,Saratov
Virginia Frances Sterrett,1900,1900,Chicago
Vsevolod Maksymovych,1894,1894,Poltava
Wilhelm Trübner,1851,1851,Heidelberg
Andre Masson,1896,1896,Balagny-sur-Thérain
Dolfi Trost,1930,1930,The Hague
Abraham Storck,1644,1644,Amsterdam
Adam Elsheimer,1578,1578,Frankfurt
Adam van Noort,1562,1562,Antwerp
Adriaen Brouwer,1605,1605,Oudenaarde
Adriaen van Ostade,1610,1610,Haarlem
Adriaen van de Velde,1636,1636,Amsterdam
Adriaen van de Venne,1589,1589,Delft
Aelbert Cuyp,1620,1620,Dordrecht
Agostino Carracci,1557,1557,Bologna
Agostino Tassi,1580,1580,Rome
Albert Bierstadt,1830,1830,Solingen
Aleksey Antropov,1716,1716,Saint Petersburg
Alexey Zubov,1682,1682,Moscow
Alonzo Cano,1601,1601,Granada
Anthony van Dyck,1599,1599,Antwerp
Antoine Pesne,1683,1683,Paris
Anton Raphael Mengs,1728,1728,Ústí nad Labem
Artemisia Gentileschi,1596,1596,Rome
Bartolome Esteban Murillo,1617,1617,Seville
Bernardo Strozzi,1581,1581,Campo Ligure
Canaletto,1722,1722,Venice
Caravaggio,1571,1571,Milan
Carel Fabritius,1622,1622,Middenbeemster
Charles Le Brun,1619,1619,Paris
Clara Peeters,1594,1594,Antwerp
Claude Deruet,1588,1588,Nancy
Claude Lorrain,1600,1600,Chamagne
Claudio Coello,1642,1642,Madrid
Cornelis Norbertus Gysbrechts,1630,1630,Antwerp
Cornelis de Vos,1584,1584,Hulst
Cornelis van Noorde,1731,1731,Haarlem
David Bailly,1584,1584,Leiden
David Teniers the Younger,1610,1610,Antwerp
Diego Velazquez,1599,1599,Seville
Dirck van Baburen,1595,1595,Utrecht
Domenico Fiasella,1589,1589,Sarzana
Esaias van de Velde,1587,1587,Amsterdam
Eustache Le Sueur,1616,1616,Paris
Ferdinand Bol,1616,1616,Dordrecht
Francesco Guardi,1712,1712,Venice
Francesco Solimena,1657,1657,Serino
Francisco Herrera,1576,1576,Seville
Francisco Pacheco,1564,1564,Sanlúcar de Barrameda
Frans Hals,1582,1582,Antwerp
Frans Snyders,1579,1579,Antwerp
Frans van Mieris the Elder,1635,1635,Leiden
Gabriel Metsu,1629,1629,Leiden
Georges Lallemand,1575,1575,Nancy
Gerard Terborch,1583,1583,Zwolle
Gerard van Honthorst,1592,1592,Utrecht
Gerrit Dou,1613,1613,Leiden
Giambattista Pittoni,1687,1687,Venice
Gian Lorenzo Bernini,1598,1598,Naples
Giovanni Battista Gaulli,1639,1639,Genoa
Giovanni Paolo Panini,1691,1691,Piacenza
Giulia Lama,1681,1681,Venice
Giulio Cesare Procaccini,1574,1574,Bologna
Giuseppe Maria Crespi,1665,1665,Bologna
Guercino,1591,1591,Cento
Guido Reni,1575,1575,Bologna
Gustave Courbet,1819,1819,Ornans
Heinrich Schonfeld,1609,1609,Biberach an der Riss
Hendrick Avercamp,1585,1585,Amsterdam
Hendrick Cornelisz Vroom,1562,1562,Haarlem
Hendrick Goltzius,1558,1558,Bracht
Hendrick Terbrugghen,1588,1588,The Hague
Hercules Seghers,1589,1589,Haarlem
Hyacinthe Rigaud,1659,1659,Perpignan
Isaac Fuller,1606,1606,Unknown
Isaac van Ostade,1621,1621,Haarlem
Ivan Nikitin,1824,1824,Voronezh
Ivan Rutkovych,1650,1650,Zolochiv Raion
Jacob Jordaens,1593,1593,Antwerp
Jacob Ochtervelt,1634,1634,Rotterdam
Jacob van Ruisdael,1628,1628,Haarlem
Jacques Stella,1596,1596,Lyon
James Barry,1741,1741,Cork
Jan Brueghel the Elder,1568,1568,City of Brussels
Jan Cossiers,1600,1600,Antwerp
Jan Lievens,1607,1607,Leiden
Jan Luyken,1649,1649,Amsterdam
Jan Miense Molenaer,1610,1610,Haarlem
Jan Siberechts,1627,1627,Antwerp
Jan Steen,1626,1626,Leiden
Jan van Goyen,1596,1596,Leiden
Jean Baptiste Vanmour,1671,1671,Valenciennes
Joachim Wtewael,1566,1566,Utrecht
Johannes Moreelse,1603,1603,Utrecht
Johannes Vermeer,1632,1632,Delft
John Riley,1954,1954,Leeds
Joseph Wright,1734,1734,Derby
Joseph-Marie Vien,1716,1716,Montpellier
Joshua Reynolds,1723,1723,Plympton
Juan Bautista Maíno,1581,1581,Pastrana
Juan van der Hamen,1596,1596,Madrid
Judith Leyster,1609,1609,Haarlem
Juriaen Pool,1660,1660,Amsterdam
Jusepe de Ribera,1591,1591,Xàtiva
Karel Škréta,1610,1610,Prague
Louise Moillon,1610,1610,Paris
Luca Giordano,1632,1632,Naples
Maarten de Vos,1532,1532,Antwerp
Marcello Bacciarelli,1731,1731,Rome
Marcos Zapata,1710,1710,Unknown
Mario Nuzzi,1603,1603,Rome
Mary Beale,1633,1633,Barrow
Matthias Stom,1590,1590,Amersfoort
Mattia Preti,1613,1613,Taverna
Melchior d'Hondecoeter,1636,1636,Utrecht
Michiel van Musscher,1645,1645,Rotterdam
Miguel Cabrera,1695,1695,Oaxaca de Juárez
Nicolaes Maes,1634,1634,Dordrecht
Nicolas Poussin,1594,1594,Les Andelys
Nicolas Tournier,1590,1590,Montbéliard
Nikolaus Knüpfer,1603,1603,Leipzig
Osias Beert,1580,1580,Antwerp
Otto Marseus van Schrieck,1613,1613,Nijmegen
Otto van Veen,1556,1556,Leiden
Paul Bril,1554,1554,Antwerp
Peter Paul Rubens,1577,1577,Siegen
Pieter Claesz,1596,1596,Berchem
Pieter Codde,1599,1599,Amsterdam
Pieter de Hooch,1629,1629,Rotterdam
Pietro da Cortona,1596,1596,Cortona
Placido Costanzi,1702,1702,Rome
Rachel Ruysch,1664,1664,The Hague
Rembrandt,1606,1606,Leiden
Rosa Bonheur,1822,1822,Bordeaux
Salomon Koninck,1609,1609,Amsterdam
Salomon van Ruysdael,1600,1600,Naarden
Salvator Rosa,1615,1615,Naples
Samuel Dirksz van Hoogstraten,1627,1627,Dordrecht
Sassoferrato,1609,1609,Sassoferrato
Sebastiano Conca,1680,1680,Gaeta
Sebastien Bourdon,1616,1616,Montpellier
Simon Ushakov,1626,1626,Moscow
Simon Vouet,1590,1590,Paris
Simon de Vlieger,1601,1601,Rotterdam
Theodoor van Thulden,1606,1606,'s-Hertogenbosch
Thomas Hardy,1840,1840,Dorchester
Thomas Smith,1980,1980,Hemel Hempstead
Tobias Stranover,1684,1684,Sibiu
Wenceslaus Hollar,1607,1607,Prague
Willem Cornelisz Duyster,1599,1599,Amsterdam
Willem Kalf,1619,1619,Rotterdam
Willem van Aelst,1627,1627,Delft
William Dobson,1610,1610,London
William Hogarth,1697,1697,London
Yov Kondzelevych,1667,1667,Zhovkva
Adolph Menzel,1815,1815,Wrocław
Anton Romako,1832,1832,Atzgersdorf
Carl Spitzweg,1808,1808,Munich
Ferdinand Georg Waldmüller,1793,1793,Vienna
Josef Kriehuber,1800,1800,Vienna
Cimabue,1240,1240,Florence
Jerzy Nowosielski,1923,1923,Kraków
Yiannis Tsaroychis,1910,1910,Piraeus
Joyce Kozloff,1942,1942,Somerville
Roni Horn,1955,1955,New York City
Franz Xaver Winterhalter,1805,1805,St. Blasien
Pierre-Henri de Valenciennes,1750,1750,Toulouse
Edouard Vuillard,1868,1868,Cuiseaux
Emile Bernard,1868,1868,Lille
Georges Lacombe,1902,1902,20th arrondissement of Paris
Meijer de Haan,1852,1852,Amsterdam
Paul Gauguin,1848,1848,Paris
Paul Serusier,1864,1864,Paris
Vincent van Gogh,1853,1853,Zundert
Agnes Martin,1912,1912,Macklin
Anne Truitt,1921,1921,Baltimore
Bob Law,1934,1934,Middlesex
Bridget Riley,1931,1931,London
Claude Tousignant,1932,1932,Montreal
Claude Viallat,1936,1936,Nîmes
Daniel Buren,1938,1938,Boulogne-Billancourt
Doug Ohlson,1936,1936,Cherokee
Edward Avedisian,1936,1936,Lowell
Ellsworth Kelly,1923,1923,Newburgh
Fernand Leduc,1916,1916,Montreal
Ian Burn,1939,1939,Geelong
Imi Knoebel,1940,1940,Dresden
Joseph Marioni,1943,1943,Cincinnati
Leon Berkowitz,1911,1911,Philadelphia
Lorser Feitelson,1898,1898,Savannah
Michel Carrade,1923,1923,Tarbes
Paul Feeley,1910,1910,Des Moines
Pedro Calapez,1953,1953,Lisbon
Peter Joseph,1979,1979,Winston-Salem
Piero Dorazio,1927,1927,Rome
Ray Parker,1925,1925,Doncaster
Ron Gorchov,1930,1930,Chicago
Rupprecht Geiger,1908,1908,Munich
Sean Scully,1945,1945,Dublin
Sven Lukin,1934,1934,Unknown
Thomas Downing,1928,1928,Unknown
Walter Darby Bannard,1934,1934,New Haven
Yves Gaucher,1934,1934,Montreal
Abbas Kiarostami,1940,1940,Tehran
Adrian Piper,1969,1969,Shkodër
Ai Weiwei,1957,1957,Beijing
Alberto Gironella,1929,1929,Mexico City
Alfredo Jaar,1956,1956,Santiago
Allan McCollum,1944,1944,Los Angeles
Allen Ruppersberg,1944,1944,Cleveland
Anselm Kiefer,1945,1945,Donaueschingen
Banksy,1974,1974,Yate
Barbara Kruger,1945,1945,Newark
Barton Lidice Benes,1942,1942,Unknown
Bas Jan Ader,1942,1942,Winschoten
Ben,1926,1926,Boston
Bernd and Hilla Becher,1931,1931,Siegen
Billy Apple,1935,1935,Auckland
Christian Boltanski,1944,1944,Paris
Cildo Meireles,1948,1948,Rio de Janeiro
Claude Rutault,1941,1941,Les Trois-Moutiers
Damien Hirst,1965,1965,Bristol
Danh Vō,1975,1975,Vũng Tàu
Dennis Oppenheim,1938,1938,Electric City
Do Ho Suh,1163,1163,Unknown
Eduardo Paolozzi,1924,1924,Leith
Fernando Calhau,1948,1948,Lisbon
Gerard Fromanger,1939,1939,Jouars-Pontchartrain
Giovanni Anselmo,1934,1934,Borgofranco d'Ivrea
Giulio Paolini,1940,1940,Genoa
Hanne Darboven,1941,1941,Munich
Hans Haacke,1936,1936,Cologne
Helena Almeida,1934,1934,Lisbon
Helio Oiticica,1937,1937,Rio de Janeiro
Herman de Vries,1931,1931,Alkmaar
Hiroshi Sugimoto,1948,1948,Tokyo
Hito Steyerl,1966,1966,Munich
Hubertine Heijermans,1936,1936,Amsterdam
Ilya Kabakov,1933,1933,Dnipro
Ion Grigorescu,1945,1945,Bucharest
Isa Genzken,1948,1948,Bad Oldesloe
James Lee Byars,1932,1932,Detroit
Jan Dibbets,1941,1941,Weert
Joao Vieira,1989,1989,Madeira
John Baldessari,1931,1931,National City
John Hilliard,1945,1945,Lancaster
Joseph Beuys,1921,1921,Krefeld
Joseph Kosuth,1945,1945,Toledo
Juliao Sarmento,1948,1948,Lisbon
Lawrence Weiner,1942,1942,New York City
Leon Ferrari,1920,1920,Buenos Aires
Leon Tarasewicz,1957,1957,Waliły
Liam Gillick,1964,1964,Aylesbury
Lorna Simpson,1960,1960,Brooklyn
Lothar Baumgarten,1944,1944,Rheinsberg
Louise Bourgeois,1911,1911,Paris
Lourdes Castro,1930,1930,Funchal
Luis Camnitzer,1937,1937,Lübeck
Lygia Clark,1920,1920,Belo Horizonte
Lygia Pape,1927,1927,Nova Friburgo
Marcel Broodthaers,1924,1924,Saint-Gilles - Sint-Gillis
Marcel Duchamp,1887,1887,Blainville-Crevon
Maria Lai,1919,1919,Ulassai
Marko Pogacnik,1944,1944,Kranj
Markus Raetz,1941,1941,Bern
Martin Creed,1968,1968,Wakefield
Martin Kippenberger,1953,1953,Dortmund
Matthew Barney,1967,1967,San Francisco
Maurizio Cattelan,1960,1960,Padua
Mel Bochner,1940,1940,Pittsburgh
Mel Ramsden,1944,1944,Ilkeston
Michelangelo Pistoletto,1933,1933,Biella
Mihai Olos,1940,1940,Ariniș
Mira Schendel,1919,1919,Zürich
Mircea Cantor,1977,1977,Oradea
Mona Hatoum,1952,1952,Beirut
Navjot Altaf,1949,1949,Unknown
Olivier Mosset,1944,1944,Bern
On Kawara,1933,1933,Kariya
Paul Thek,1933,1933,Brooklyn
Pierre Huyghe,1962,1962,Paris
Rebecca Horn,1944,1944,Michelstadt
Richard Artschwager,1923,1923,"Washington, D.C."
Richard Prince,1949,1949,Panama Canal Zone
Rirkrit Tiravanija,1961,1961,Buenos Aires
Robert Barry,1936,1936,New York City
Robert Filliou,1926,1926,Sauve
Robert Gober,1954,1954,Wallingford
Robert Heinecken,1931,1931,Denver
Robert Morris,1734,1734,Liverpool
Roberto Chabet,1937,1937,Manila
Roman Opalka,1931,1931,Hallencourt
Siah Armajani,1939,1939,Tehran
Sigmar Polke,1941,1941,Oleśnica
Sol LeWitt,1928,1928,Hartford
Stanley Brouwn,1935,1935,Paramaribo
Stephen Prina,1954,1954,Galesburg
Thomas Hirschhorn,1957,1957,Bern
Tracey Emin,1963,1963,London
Vasiliy Ryabchenko,1954,1954,Odesa
Vik Muniz,1961,1961,São Paulo
Vito Acconci,1940,1940,New York City
Wade Guyton,1972,1972,Hammond
Walter De Maria,1935,1935,Albany
Wanda Koop,1951,1951,Vancouver
Wolfgang Laib,1950,1950,Metzingen
Yoko Ono,1933,1933,Tokyo
Adolf Fleischmann,1892,1892,Esslingen am Neckar
Bruno Munari,1907,1907,Milan
Cesar Domela,1900,1900,Amsterdam
Dieter Roth,1983,1983,Blaj
Francois Morellet,1926,1926,Cholet
Georges Vantongerloo,1886,1886,Antwerp
Gyula Kosice,1924,1924,Košice
Henryk Stazewski,1894,1894,Warsaw
Leon Arthur Tutundjian,1906,1906,Amasya
Lothar Charoux,1912,1912,Vienna
Ludwig Wilding,1927,1927,Grünstadt
Luis Sacilotto,1924,1924,Santo André
Richard Paul Lohse,1902,1902,Zürich
Roberto Sambonet,1924,1924,Vercelli
Rubem Ludolf,1932,1932,Unknown
Yaacov Agam,1928,1928,Rishon LeZion
Anatol Petrytsky,1895,1895,Kyiv
Edgar Negret,1920,1920,Popayán
El Lissitzky,1890,1890,Pochinok
Erich Buchholz,1927,1927,Berlin
Henryk Berlewi,1894,1894,Warsaw
Katarzyna Kobro,1898,1898,Moscow
Le Corbusier,1887,1887,La Chaux-de-Fonds
Ludwig Mies van der Rohe,1886,1886,Aachen
Margit Selska,1900,1900,Kolomyia
Naum Gabo,1890,1890,Bryansk
Oskar Schlemmer,1888,1888,Stuttgart
Peter Laszlo Peri,1899,1899,Budapest
Ramirez Villamizar,1922,1922,Pamplona
Sandor Bortnyik,1893,1893,Transylvania
Saul Steinberg,1914,1914,Râmnicu Sărat
Vadym Meller,1884,1884,Saint Petersburg
Vasyl Yermylov,1894,1894,Kharkiv
Victor Brauner,1903,1903,Piatra Neamț
Ellen Gallagher,1965,1965,Providence
Eva Janina Wieczorek,1951,1951,Katowice
Nan Goldin,1953,1953,"Washington, D.C."
Shadi Ghadirian,1974,1974,Tehran
Yinka Shonibare,1962,1962,London
Alex Colville,1920,1920,Toronto
Andrew Wyeth,1917,1917,Chadds Ford Township
Aydin Aghdashloo,1940,1940,Rasht
Donald Sultan,1951,1951,Asheville
Eric Fischl,1948,1948,New York City
Erro,1932,1932,Ólafsvík
Fairfield Porter,1907,1907,Winnetka
Gilles Aillaud,1928,1928,13th arrondissement of Paris
Haroutiun Galentz,1910,1910,Unknown
Ian Bent,1938,1938,Unknown
Jamie Wyeth,1946,1946,Wilmington
Jane Wilson,1924,1924,Seymour
Janet Fish,1938,1938,Boston
Jeffrey Smart,1921,1921,Adelaide
John Miller,1880,1880,Cleveland
John Stuart Ingle,1933,1933,Evansville
Kent Bellows,1949,1949,Blair
Lucian Freud,1922,1922,Berlin
Marlene Dumas,1953,1953,Cape Town
Morteza Katouzian,1943,1943,Iran
Nelson Shanks,1937,1937,Rochester
Norman Ackroyd,1938,1938,Leeds
Odd Nerdrum,1944,1944,Helsingborg
Peter Dreher,1932,1932,Mannheim
Philip Pearlstein,1924,1924,Pittsburgh
Richard Whitney,1888,1888,Boston
Teddy Cobeña,1973,1973,Portoviejo
Joaquin Manuel Fernandez Cruzado,1781,1781,Jerez de la Frontera
Joaquín Domínguez Bécquer,1817,1817,Seville
Leonardo Alenza,1807,1807,Madrid
Aaron Douglas,1971,1971,New Westminster
Abraham Manievich,1881,1881,Mscislaŭ
Alice Bailly,1872,1872,Geneva
Andre Derain,1880,1880,Chatou
Anita Malfatti,1889,1889,São Paulo
Aristarkh Lentulov,1882,1882,Novaya Pyatina
Bela Kadar,1877,1877,Budapest
Bertalan Por,1880,1880,Budapest
Candido Portinari,1903,1903,Brodowski
Carlo Carra,1881,1881,Quargnento
Carlos Merida,1957,1957,Quilmes
Charles Lapicque,1898,1898,Theizé
Christian Schad,1894,1894,Miesbach
Corneliu Michailescu,1887,1887,Unknown
Dorrit Black,1891,1891,Burnside
Eduardo Viana,1881,1881,Lisbon
Emil Filla,1882,1882,Chropyně
Ernst Ludwig Kirchner,1880,1880,Aschaffenburg
Filippo De Pisis,1896,1896,Ferrara
George Grosz,1893,1893,Berlin
Georges Valmier,1885,1885,Angoulême
Georgy Yakulov,1884,1884,Tbilisi
Giacomo Manzu,1908,1908,Bergamo
Gino Severini,1883,1883,Cortona
Giorgio Morandi,1890,1890,Bologna
Guity Novin,1944,1944,Kermanshah
Gustave Buchet,1888,1888,Etoy
Harry Phelan Gibb,1870,1870,Alnwick
Heinrich Campendonk,1889,1889,Krefeld
Henri Laurens,1885,1885,Paris
Henri Le Fauconnier,1881,1881,Hesdin
Jacob Epstein,1880,1880,New York City
Jacob Lawrence,1917,1917,Atlantic City
Jacques Lipchitz,1891,1891,Druskininkai
Jankel Adler,1895,1895,Tuszyn
Johannes Sveinsson Kjarval,1885,1885,Iceland
Jules Pascin,1885,1885,Vidin
Julio Gonzalez,1876,1876,Barcelona
Karl Knaths,1891,1891,Eau Claire
Lajos Tihanyi,1885,1885,Budapest
Lasar Segall,1891,1891,Vilnius
Leopold Survage,1879,1879,Moscow
Lin Fengmian,1900,1900,Jiaying Zhou
Louis Marcoussis,1878,1878,Warsaw
Lyonel Feininger,1871,1871,New York City
Mario Comensoli,1922,1922,Lugano
Mario Sironi,1885,1885,Sassari
Maurice de Vlaminck,1876,1876,Paris
Max Beckmann,1884,1884,Leipzig
Max Ernst,1891,1891,Brühl
Max Jacob,1888,1888,Bad Ems
Max Oppenheimer,1885,1885,Vienna
Max Weber,1864,1864,Erfurt
Mikhail Larionov,1881,1881,Tiraspol
