artist1_name,birth_year1,birth_year1_key,artist2_name,relationship_type
Juan Gris,1887,1887,Balcomb Greene,Influenced On
Juan Gris,1887,1887,Fernando García Ponce,Influenced On
Juan Gris,1887,1887,Amedeo Modigliani,Friend
Juan Gris,1887,1887,Alice Bailly,Friend
Victor Palmov,1888,1888,Oleksandr Bogomazov,Friend
Victor Palmov,1888,1888,Vladimir Tatlin,Friend
Victor Palmov,1888,1888,Alexander Khvostenko-Khvostov,Friend
Victor Palmov,1888,1888,Vasyl Yermylov,Friend
Victor Palmov,1888,1888,Mykhailo Boychuk,Friend
Victor Palmov,1888,1888,Vadym Meller,Friend
Victor Palmov,1888,1888,Anatol Petrytsky,Friend
Andrea del Sarto,1486,1486,Annibale Carracci,Influenced On
Correggio,1489,1489,Anton Raphael Mengs,Influenced On
Fra Bartolomeo,1472,1472,Domenico Ghirlandaio,Influenced By
Fra Bartolomeo,1472,1472,Filippo Lippi,Influenced By
Fra Bartolomeo,1472,1472,Piero di Cosimo,Influenced By
Fra Bartolomeo,1472,1472,Mariotto Albertinelli,Friend
Giorgione,1470,1470,Giovanni Bellini,Pupil
Giorgione,1470,1470,Titian,Influenced On
Giorgione,1470,1470,Lorenzo Lotto,Influenced On
Giorgione,1470,1470,Caravaggio,Influenced On
Giorgione,1470,1470,Titian,Friend
Giulio Clovio,1498,1498,Pieter Bruegel the Elder,Friend
Giulio Clovio,1498,1498,El Greco,Friend
Il Sodoma,1477,1477,Pinturicchio,Influenced By
Il Sodoma,1477,1477,Luca Signorelli,Friend
Lorenzo Lotto,1480,1480,Giorgione,Influenced By
Lorenzo Lotto,1480,1480,Titian,Friend
Mariotto Albertinelli,1474,1474,Jacopo Pontormo,Teacher
Mariotto Albertinelli,1474,1474,Pietro Perugino,Influenced By
Mariotto Albertinelli,1474,1474,Piero di Cosimo,Influenced By
Mariotto Albertinelli,1474,1474,Hans Memling,Influenced By
Mariotto Albertinelli,1474,1474,Leonardo da Vinci,Influenced By
Mariotto Albertinelli,1474,1474,Fra Bartolomeo,Friend
Raphael,1483,1483,Pietro Perugino,Pupil
Raphael,1483,1483,Albrecht Durer,Influenced By
Raphael,1483,1483,Paolo Uccello,Influenced By
Raphael,1483,1483,Luca Signorelli,Influenced By
Raphael,1483,1483,Michelangelo,Influenced By
Raphael,1483,1483,Hans Memling,Influenced By
Raphael,1483,1483,Giorgio de Chirico,Influenced On
Raphael,1483,1483,Annibale Carracci,Influenced On
Raphael,1483,1483,Jacopo Bassano,Influenced On
Raphael,1483,1483,Paul Gauguin,Influenced On
Raphael,1483,1483,Francisco Pacheco,Influenced On
Raphael,1483,1483,Titian,Influenced On
Raphael,1483,1483,Nicolas Poussin,Influenced On
Raphael,1483,1483,Edgar Degas,Influenced On
Raphael,1483,1483,Pierre-Auguste Renoir,Influenced On
Raphael,1483,1483,Anton Raphael Mengs,Influenced On
Raphael,1483,1483,Albrecht Durer,Friend
Titian,1490,1490,El Greco,Teacher
Titian,1490,1490,Annibale Carracci,Teacher
Titian,1490,1490,Giovanni Bellini,Pupil
Titian,1490,1490,Albrecht Durer,Influenced By
Titian,1490,1490,Giorgione,Influenced By
Titian,1490,1490,Raphael,Influenced By
Titian,1490,1490,Michelangelo,Influenced By
Titian,1490,1490,Jacopo Bassano,Influenced On
Titian,1490,1490,Peter Paul Rubens,Influenced On
Titian,1490,1490,Diego Velazquez,Influenced On
Titian,1490,1490,Caravaggio,Influenced On
Titian,1490,1490,Rembrandt,Influenced On
Titian,1490,1490,Nicolas Poussin,Influenced On
Titian,1490,1490,Edgar Degas,Influenced On
Titian,1490,1490,Anton Raphael Mengs,Influenced On
Titian,1490,1490,Anthony van Dyck,Influenced On
Titian,1490,1490,John Singer Sargent,Influenced On
Titian,1490,1490,William Dobson,Influenced On
Titian,1490,1490,Claudio Coello,Influenced On
Titian,1490,1490,Giorgione,Friend
Titian,1490,1490,Lorenzo Lotto,Friend
Adalbert Erdeli,1891,1891,Karoly Ferenczy,Pupil
Adalbert Erdeli,1891,1891,Paul Cezanne,Influenced By
Albert Julius Olsson,1864,1864,Emily Carr,Friend
Alfred Sisley,1839,1839,Charles Gleyre,Pupil
Alfred Sisley,1839,1839,J.M.W. Turner,Influenced By
Alfred Sisley,1839,1839,John Constable,Influenced By
Alfred Sisley,1839,1839,Gustave Courbet,Influenced By
Alfred Sisley,1839,1839,Camille Corot,Influenced By
Alfred Sisley,1839,1839,Henri Rousseau,Influenced By
Alfred Sisley,1839,1839,Thomas Gainsborough,Influenced By
Alfred Sisley,1839,1839,Henri Matisse,Influenced On
Alfred Sisley,1839,1839,Vincent van Gogh,Influenced On
Alfred Sisley,1839,1839,Claude Monet,Influenced On
Alfred Sisley,1839,1839,Paul Gauguin,Influenced On
Alfred Sisley,1839,1839,Gustave Caillebotte,Influenced On
Alfred Sisley,1839,1839,Frederic Bazille,Friend
Alfred Sisley,1839,1839,Claude Monet,Friend
Alfred Sisley,1839,1839,Pierre-Auguste Renoir,Friend
Alfred Sisley,1839,1839,Gustave Caillebotte,Friend
Alfred Stevens,1823,1823,Henri Gervex,Friend
Algernon Talmage,1871,1871,Emily Carr,Teacher
Anna Ancher,1859,1859,Pierre Puvis de Chavannes,Pupil
Aristide Maillol,1861,1861,Vlady,Teacher
Aristide Maillol,1861,1861,Alexandre Cabanel,Pupil
Aristide Maillol,1861,1861,Jean-Leon Gerome,Pupil
Aristide Maillol,1861,1861,Paul Gauguin,Influenced By
Aristide Maillol,1861,1861,Auguste Rodin,Influenced By
Pavel Filonov,1883,1883,Kazimir Malevich,Friend
Yervand Kochar,1899,1899,Pyotr Konchalovsky,Pupil
David Lynch,1946,1946,Oskar Kokoschka,Pupil
David Lynch,1946,1946,Francis Bacon,Influenced By
Jean Dubuffet,1901,1901,Chaim Soutine,Influenced By
Jean Dubuffet,1901,1901,Cy Twombly,Influenced On
Jean Dubuffet,1901,1901,Karel Appel,Influenced On
Jean Dubuffet,1901,1901,Dana Schutz,Influenced On
Auguste Rodin,1840,1840,Michelangelo,Influenced By
Auguste Rodin,1840,1840,Donatello,Influenced By
Auguste Rodin,1840,1840,Georgia O'Keeffe,Influenced On
Auguste Rodin,1840,1840,Man Ray,Influenced On
Auguste Rodin,1840,1840,Aristide Maillol,Influenced On
Auguste Rodin,1840,1840,Olexandr Archipenko,Influenced On
Auguste Rodin,1840,1840,Jacques Lipchitz,Influenced On
Auguste Rodin,1840,1840,Pablo Picasso,Influenced On
Auguste Rodin,1840,1840,Ossip Zadkine,Influenced On
Auguste Rodin,1840,1840,Henry Moore,Influenced On
Berthe Morisot,1841,1841,Edouard Manet,Friend
Berthe Morisot,1841,1841,Camille Corot,Friend
Camille Pissarro,1830,1830,Paul Gauguin,Teacher
Camille Pissarro,1830,1830,Camille Corot,Pupil
Camille Pissarro,1830,1830,Paul Gauguin,Influenced On
Camille Pissarro,1830,1830,Pierre-Auguste Renoir,Influenced On
Camille Pissarro,1830,1830,Claude Monet,Friend
Camille Pissarro,1830,1830,Pierre-Auguste Renoir,Friend
Childe Hassam,1859,1859,Claude Monet,Influenced By
Childe Hassam,1859,1859,Georges Seurat,Influenced By
Childe Hassam,1859,1859,James McNeill Whistler,Influenced By
Childe Hassam,1859,1859,J.M.W. Turner,Influenced By
Childe Hassam,1859,1859,Pierre-Auguste Renoir,Influenced By
Childe Hassam,1859,1859,Maurice Prendergast,Influenced On
Childe Hassam,1859,1859,Edward Hopper,Influenced On
Childe Hassam,1859,1859,Edward E. Simmons,Friend
Edgar Degas,1834,1834,Jean Auguste Dominique Ingres,Influenced By
Edgar Degas,1834,1834,Michelangelo,Influenced By
Edgar Degas,1834,1834,Raphael,Influenced By
Edgar Degas,1834,1834,Titian,Influenced By
Edgar Degas,1834,1834,Edouard Manet,Influenced By
Edgar Degas,1834,1834,Eugene Delacroix,Influenced By
Edgar Degas,1834,1834,Edward Hopper,Influenced On
Edgar Degas,1834,1834,Henri Gervex,Influenced On
Edgar Degas,1834,1834,Paul Gauguin,Influenced On
Edgar Degas,1834,1834,Mary Cassatt,Influenced On
Edgar Degas,1834,1834,Walter Sickert,Influenced On
Edgar Degas,1834,1834,Henri de Toulouse-Lautrec,Influenced On
Edgar Degas,1834,1834,Pierre-Auguste Renoir,Influenced On
Edgar Degas,1834,1834,Aaron Shikler,Influenced On
Edgar Degas,1834,1834,Edouard Manet,Friend
Edgar Degas,1834,1834,Mary Cassatt,Friend
Edmund Charles Tarbell,1862,1862,Frank W. Benson,Friend
Edouard Manet,1832,1832,Gustave Courbet,Influenced By
Edouard Manet,1832,1832,El Greco,Influenced By
Edouard Manet,1832,1832,Caravaggio,Influenced By
Edouard Manet,1832,1832,Eugene Delacroix,Influenced By
Edouard Manet,1832,1832,Edward Hopper,Influenced On
Edouard Manet,1832,1832,Ilya Repin,Influenced On
Edouard Manet,1832,1832,Paul Gauguin,Influenced On
Edouard Manet,1832,1832,Edgar Degas,Influenced On
Edouard Manet,1832,1832,Pierre-Auguste Renoir,Influenced On
Edouard Manet,1832,1832,Louise Abbéma,Influenced On
Edouard Manet,1832,1832,Berthe Morisot,Friend
Edouard Manet,1832,1832,Henri Fantin-Latour,Friend
Edouard Manet,1832,1832,Claude Monet,Friend
Edouard Manet,1832,1832,Edgar Degas,Friend
Edouard Manet,1832,1832,Carolus-Duran,Friend
Eugene Boudin,1824,1824,Claude Monet,Teacher
Eugene Boudin,1824,1824,Claude Monet,Influenced By
Frederic Bazille,1841,1841,Charles Gleyre,Pupil
Frederic Bazille,1841,1841,Alfred Sisley,Friend
Frederic Bazille,1841,1841,Claude Monet,Friend
Frederic Bazille,1841,1841,Pierre-Auguste Renoir,Friend
Georges Seurat,1859,1859,Nicolas Poussin,Influenced By
Georges Seurat,1859,1859,Jean-Francois Millet,Influenced By
Georges Seurat,1859,1859,Charles Angrand,Influenced On
Georges Seurat,1859,1859,Edvard Munch,Influenced On
Georges Seurat,1859,1859,Childe Hassam,Influenced On
Georges Seurat,1859,1859,Robert Delaunay,Influenced On
Giovanni Boldini,1842,1842,Pino Daeni,Influenced On
Gustave Caillebotte,1848,1848,Alfred Sisley,Influenced By
Gustave Caillebotte,1848,1848,Pierre-Auguste Renoir,Friend
Gustave Caillebotte,1848,1848,Alfred Sisley,Friend
Henri Gervex,1852,1852,Alexandre Cabanel,Pupil
Henri Gervex,1852,1852,Edgar Degas,Influenced By
Henri Gervex,1852,1852,Alfred Stevens,Friend
Horace Trenerry,1899,1899,Jeffrey Smart,Friend
Howard Pyle,1853,1853,N.C. Wyeth,Teacher
Ilya Repin,1844,1844,Boris Kustodiev,Teacher
Ilya Repin,1844,1844,Igor Grabar,Teacher
Ilya Repin,1844,1844,Anna Ostroumova-Lebedeva,Teacher
Ilya Repin,1844,1844,Valentin Serov,Teacher
Ilya Repin,1844,1844,Filipp Malyavin,Teacher
Ilya Repin,1844,1844,Oleksandr Murashko,Teacher
Ilya Repin,1844,1844,Mikhail Vrubel,Teacher
Ilya Repin,1844,1844,Ivan Kramskoy,Pupil
Ilya Repin,1844,1844,Alexander Ivanov,Influenced By
Ilya Repin,1844,1844,Rembrandt,Influenced By
Ilya Repin,1844,1844,Frans Hals,Influenced By
Ilya Repin,1844,1844,Diego Velazquez,Influenced By
Ilya Repin,1844,1844,Edouard Manet,Influenced By
Ilya Repin,1844,1844,Mykola Murashko,Influenced On
Ilya Repin,1844,1844,Oleksandr Murashko,Influenced On
Ilya Repin,1844,1844,Vasily Polenov,Friend
Ilya Repin,1844,1844,Alexandre Benois,Friend
Ilya Repin,1844,1844,Mykola Murashko,Friend
Isaac Levitan,1860,1860,Mikhail Larionov,Teacher
Isaac Levitan,1860,1860,Aleksey Savrasov,Teacher
Isaac Levitan,1860,1860,Aleksey Savrasov,Pupil
Isaac Levitan,1860,1860,Mikhail Larionov,Influenced By
John Atkinson Grimshaw,1836,1836,London,Influenced By
John Henry Twachtman,1853,1853,Leon Kroll,Teacher
John Singer Sargent,1856,1856,Carolus-Duran,Pupil
John Singer Sargent,1856,1856,Leon Bonnat,Pupil
John Singer Sargent,1856,1856,Tintoretto,Influenced By
John Singer Sargent,1856,1856,Michelangelo,Influenced By
John Singer Sargent,1856,1856,Titian,Influenced By
John Singer Sargent,1856,1856,Diego Velazquez,Influenced By
John Singer Sargent,1856,1856,Anthony van Dyck,Influenced By
John Singer Sargent,1856,1856,Thomas Gainsborough,Influenced By
John Singer Sargent,1856,1856,Aaron Shikler,Influenced On
John Singer Sargent,1856,1856,Pino Daeni,Influenced On
John Singer Sargent,1856,1856,Julian Alden Weir,Friend
Jules Dupre,1811,1811,John Constable,Influenced By
Julian Alden Weir,1852,1852,John Singer Sargent,Friend
Julian Ashton,1851,1851,Dorrit Black,Teacher
Józef Pankiewicz,1866,1866,Moise Kisling,Teacher
Józef Pankiewicz,1866,1866,James McNeill Whistler,Influenced By
Józef Pankiewicz,1866,1866,Paul Cezanne,Influenced By
Józef Pankiewicz,1866,1866,Robert Delaunay,Friend
Karoly Ferenczy,1862,1862,Adalbert Erdeli,Teacher
Marjorie Acker Phillips,1895,1895,Pierre-Auguste Renoir,Influenced By
Marjorie Acker Phillips,1895,1895,Paul Cezanne,Influenced By
Mary Cassatt,1844,1844,Edgar Degas,Influenced By
Mary Cassatt,1844,1844,Pierre-Auguste Renoir,Influenced By
Mary Cassatt,1844,1844,Edgar Degas,Friend
Maurice Prendergast,1858,1858,Childe Hassam,Influenced By
Oleksandr Murashko,1875,1875,Anatol Petrytsky,Teacher
Oleksandr Murashko,1875,1875,Ilya Repin,Pupil
Oleksandr Murashko,1875,1875,Mykola Murashko,Influenced By
Oleksandr Murashko,1875,1875,Viktor Vasnetsov,Influenced By
Oleksandr Murashko,1875,1875,Mikhail Nesterov,Influenced By
Oleksandr Murashko,1875,1875,Ilya Repin,Influenced By
Oleksandr Murashko,1875,1875,Diego Velazquez,Influenced By
Oleksandr Murashko,1875,1875,Oleksandr Bogomazov,Influenced On
Oleksandr Murashko,1875,1875,Aleksandra Ekster,Influenced On
Oleksandr Murashko,1875,1875,Boris Kustodiev,Friend
Oleksandr Murashko,1875,1875,Filipp Malyavin,Friend
Oleksandr Murashko,1875,1875,Oleksandr Bogomazov,Friend
Oleksandr Murashko,1875,1875,Mykola Pymonenko,Friend
Oleksandr Murashko,1875,1875,Heorhiy Narbut,Friend
Oleksandr Murashko,1875,1875,Mykhailo Boychuk,Friend
Pierre Emmanuel Damoye,1847,1847,Leon Bonnat,Pupil
Pierre Emmanuel Damoye,1847,1847,Charles-Francois Daubigny,Pupil
Pierre Emmanuel Damoye,1847,1847,Camille Corot,Influenced By
Pierre Emmanuel Damoye,1847,1847,Charles-Francois Daubigny,Influenced By
Pino Daeni,1939,1939,John Singer Sargent,Influenced By
Pino Daeni,1939,1939,Joaquín Sorolla,Influenced By
Pino Daeni,1939,1939,Giovanni Boldini,Influenced By
Robert Lewis Reid,1862,1862,Frank W. Benson,Friend
Sergiy Grigoriev,,-999999,Ivan-Valentyn Zadorozhny,Teacher
Sergiy Grigoriev,,-999999,Alla Horska,Teacher
Sergiy Grigoriev,,-999999,Victor Zaretsky,Teacher
Sergiy Grigoriev,,-999999,Victor Puzyrkov,Friend
Tetyana Yablonska,1917,1917,Fedir Krychevsky,Pupil
Thomas Pollock Anshutz,1851,1851,Maxfield Parrish,Teacher
Walter Sickert,1860,1860,Edgar Degas,Influenced By
Walter Sickert,1860,1860,Aaron Shikler,Influenced On
Willard Metcalf,1858,1858,Frank W. Benson,Friend
William James Glackens,1870,1870,Robert Henri,Influenced By
William James Glackens,1870,1870,Robert Henri,Friend
William Merritt Chase,1849,1849,Edward Hopper,Teacher
William Merritt Chase,1849,1849,Rockwell Kent,Teacher
William Merritt Chase,1849,1849,Edward Hopper,Influenced On
Ambrogio Lorenzetti,1290,1290,Simone Martini,Influenced By
Ambrogio Lorenzetti,1290,1290,Duccio,Influenced By
Ambrogio Lorenzetti,1290,1290,Giotto,Influenced By
Ambrogio Lorenzetti,1290,1290,Dante Gabriel Rossetti,Influenced On
Ambrogio Lorenzetti,1290,1290,William Holman Hunt,Influenced On
Ambrogio Lorenzetti,1290,1290,John Everett Millais,Influenced On
Pietro Lorenzetti,1280,1280,Duccio,Influenced By
Pietro Lorenzetti,1280,1280,Giotto,Influenced By
Pietro Lorenzetti,1280,1280,Simone Martini,Influenced By
Simone Martini,1284,1284,Ambrogio Lorenzetti,Influenced On
Simone Martini,1284,1284,Pietro Lorenzetti,Influenced On
Pierre Bonnard,1867,1867,Michel Kikoine,Influenced On
Aleksandra Ekster,1882,1882,Alexander Khvostenko-Khvostov,Teacher
Aleksandra Ekster,1882,1882,Oleksandr Murashko,Influenced By
Aleksandra Ekster,1882,1882,Oleksandr Bogomazov,Friend
Aleksandra Ekster,1882,1882,David Burliuk,Friend
Aleksandra Ekster,1882,1882,Kazimir Malevich,Friend
Aleksandra Ekster,1882,1882,Vadym Meller,Friend
Aleksandra Ekster,1882,1882,Roman Selsky,Friend
Aleksandra Ekster,1882,1882,Margit Selska,Friend
David Alfaro Siqueiros,1896,1896,Pablo Picasso,Influenced By
David Alfaro Siqueiros,1896,1896,Georges Braque,Influenced By
David Alfaro Siqueiros,1896,1896,Umberto Boccioni,Influenced By
David Alfaro Siqueiros,1896,1896,Jackson Pollock,Influenced On
David Alfaro Siqueiros,1896,1896,Frida Kahlo,Influenced On
David Alfaro Siqueiros,1896,1896,Morris Louis,Friend
David Alfaro Siqueiros,1896,1896,Jose Clemente Orozco,Friend
David Alfaro Siqueiros,1896,1896,Diego Rivera,Friend
Heinz Mack,1931,1931,Bernard Aubertin,Friend
Heinz Mack,1931,1931,Oskar Holweck,Friend
Asher Brown Durand,1796,1796,Thomas Cole,Friend
Frederic Edwin Church,1826,1826,Thomas Cole,Pupil
Frederic Edwin Church,1826,1826,Thomas Cole,Influenced By
Frederic Edwin Church,1826,1826,Thomas Cole,Friend
Otto Piene,1928,1928,Bernard Aubertin,Friend
Otto Piene,1928,1928,Oskar Holweck,Friend
Eric Ravilious,1903,1903,Samuel Palmer,Influenced By
Tobias Verhaecht,1561,1561,Peter Paul Rubens,Teacher
Tobias Verhaecht,1561,1561,Joachim Patinir,Influenced By
Tobias Verhaecht,1561,1561,Pieter Bruegel the Elder,Influenced By
Giorgio de Chirico,1888,1888,Raphael,Influenced By
Giorgio de Chirico,1888,1888,Arnold Böcklin,Influenced By
Giorgio de Chirico,1888,1888,Alfred Kubin,Influenced By
Giorgio de Chirico,1888,1888,Max Klinger,Influenced By
Giorgio de Chirico,1888,1888,Salvador Dali,Influenced On
Giorgio de Chirico,1888,1888,Rene Magritte,Influenced On
Giorgio de Chirico,1888,1888,Carlo Carra,Influenced On
Giorgio de Chirico,1888,1888,Yves Tanguy,Influenced On
Giorgio de Chirico,1888,1888,George Ault,Influenced On
Giorgio de Chirico,1888,1888,Giorgio Morandi,Influenced On
Giorgio de Chirico,1888,1888,Neo Rauch,Influenced On
Giorgio de Chirico,1888,1888,Amedeo Modigliani,Friend
Diego Rivera,1886,1886,Marc Chagall,Influenced By
Diego Rivera,1886,1886,Robert Delaunay,Influenced By
Diego Rivera,1886,1886,Frida Kahlo,Influenced On
Diego Rivera,1886,1886,Pedro Coronel,Influenced On
Diego Rivera,1886,1886,Vlady,Influenced On
Diego Rivera,1886,1886,Amedeo Modigliani,Friend
Diego Rivera,1886,1886,Saturnino Herran,Friend
Diego Rivera,1886,1886,Roberto Montenegro,Friend
Diego Rivera,1886,1886,Jose Clemente Orozco,Friend
Diego Rivera,1886,1886,David Alfaro Siqueiros,Friend
Diego Rivera,1886,1886,Mykhailo Boychuk,Friend
Eric Gill,1882,1882,Jacob Epstein,Friend
Tamara de Lempicka,1898,1898,Maurice Denis,Pupil
Tamara de Lempicka,1898,1898,André Lhote,Pupil
Tamara de Lempicka,1898,1898,Paris,Pupil
Tamara de Lempicka,1898,1898,Jean Auguste Dominique Ingres,Influenced By
Tamara de Lempicka,1898,1898,Pablo Picasso,Influenced By
Tamara de Lempicka,1898,1898,Georgia O'Keeffe,Friend
Tamara de Lempicka,1898,1898,Willem de Kooning,Friend
Alberto Burri,1915,1915,Turi Simeti,Influenced On
Asger Jorn,1914,1914,Fernand Leger,Pupil
Asger Jorn,1914,1914,Fernand Leger,Influenced On
Karel Appel,1921,1921,Pablo Picasso,Influenced By
Karel Appel,1921,1921,Henri Matisse,Influenced By
Karel Appel,1921,1921,Jean Dubuffet,Influenced By
Karl Otto Gotz,1914,1914,Sigmar Polke,Teacher
Karl Otto Gotz,1914,1914,Nam June Paik,Teacher
Karl Otto Gotz,1914,1914,Gerhard Richter,Teacher
Karl Otto Gotz,1914,1914,Max Ernst,Influenced By
Karl Otto Gotz,1914,1914,Juan Gris,Influenced By
Karl Otto Gotz,1914,1914,Wassily Kandinsky,Influenced By
Karl Otto Gotz,1914,1914,Paul Klee,Influenced By
Alexandre Benois,1870,1870,Ilya Repin,Friend
Alphonse Mucha,1860,1860,J. C. Leyendecker,Influenced On
Anna Katarina Boberg,1864,1864,Paris,Teacher
Aubrey Beardsley,1872,1872,Vsevolod Maksymovych,Influenced On
Boris Kustodiev,1878,1878,Ilya Repin,Pupil
Boris Kustodiev,1878,1878,Oleksandr Murashko,Friend
Carl Larsson,1853,1853,Sweden,Influenced On
Egon Schiele,1890,1890,Gustav Klimt,Influenced By
Egon Schiele,1890,1890,Vincent van Gogh,Influenced By
Egon Schiele,1890,1890,Jan Toorop,Influenced By
Egon Schiele,1890,1890,Edvard Munch,Influenced By
Egon Schiele,1890,1890,Wassily Kandinsky,Influenced By
Egon Schiele,1890,1890,Francis Bacon,Influenced On
Egon Schiele,1890,1890,Julian Schnabel,Influenced On
Egon Schiele,1890,1890,Gustav Klimt,Friend
Egon Schiele,1890,1890,Oskar Kokoschka,Friend
Emily Carr,1871,1871,Lawren Harris,Pupil
Emily Carr,1871,1871,Harry Phelan Gibb,Pupil
Emily Carr,1871,1871,Algernon Talmage,Pupil
Emily Carr,1871,1871,Lawren Harris,Influenced By
Emily Carr,1871,1871,Andre Derain,Influenced By
Emily Carr,1871,1871,Paul Gauguin,Influenced By
Emily Carr,1871,1871,Jessica Stockholder,Influenced On
Emily Carr,1871,1871,Albert Julius Olsson,Friend
Fedir Krychevsky,1879,1879,Tetyana Yablonska,Teacher
Fedir Krychevsky,1879,1879,Gustav Klimt,Pupil
Fedir Krychevsky,1879,1879,Gustav Klimt,Influenced By
Fedir Krychevsky,1879,1879,Ferdinand Hodler,Influenced By
Fedir Krychevsky,1879,1879,Valentin Serov,Influenced By
Ferdinand Hodler,1853,1853,Fedir Krychevsky,Influenced On
Ferdinand Hodler,1853,1853,Albin Egger-Lienz,Influenced On
Filipp Malyavin,1869,1869,Ilya Repin,Pupil
Filipp Malyavin,1869,1869,Oleksandr Murashko,Friend
Franz Stuck,1863,1863,Otto Mueller,Teacher
Frederick Carl Frieseke,1874,1874,James McNeill Whistler,Pupil
Frederick Carl Frieseke,1874,1874,Pierre-Auguste Renoir,Influenced By
Frederick Carl Frieseke,1874,1874,Paul Gauguin,Influenced By
Frederick Carl Frieseke,1874,1874,Pierre Bonnard,Influenced By
Gustav Klimt,1862,1862,Fedir Krychevsky,Teacher
Gustav Klimt,1862,1862,Egon Schiele,Influenced On
Gustav Klimt,1862,1862,Oskar Kokoschka,Influenced On
Gustav Klimt,1862,1862,Theo van Doesburg,Influenced On
Gustav Klimt,1862,1862,Fedir Krychevsky,Influenced On
Gustav Klimt,1862,1862,Victor Zaretsky,Influenced On
Gustav Klimt,1862,1862,Egon Schiele,Friend
Gustav Klimt,1862,1862,Koloman Moser,Friend
Heorhiy Narbut,1886,1886,Oleksandr Murashko,Teacher
Heorhiy Narbut,1886,1886,Oleksandr Murashko,Influenced By
Heorhiy Narbut,1886,1886,Oleksandr Murashko,Influenced On
Heorhiy Narbut,1886,1886,Oleksandr Murashko,Friend
Jan Toorop,1858,1858,Egon Schiele,Influenced On
Jan Toorop,1858,1858,Piet Mondrian,Friend
Józef Mehoffer,1869,1869,Paris,Teacher
Józef Mehoffer,1869,1869,Stanisław Wyspiański,Teacher
Józef Mehoffer,1869,1869,Jan Matejko,Teacher
Józef Mehoffer,1869,1869,Jan Matejko,Pupil
Józef Mehoffer,1869,1869,Jan Matejko,Influenced By
Józef Mehoffer,1869,1869,Paris,Influenced On
Józef Mehoffer,1869,1869,Stanisław Wyspiański,Friend
Józef Mehoffer,1869,1869,Jan Matejko,Friend
Kazimir Malevich,1879,1879,El Lissitzky,Teacher
Kazimir Malevich,1879,1879,Mykola Pymonenko,Pupil
Kazimir Malevich,1879,1879,Aristarkh Lentulov,Influenced By
Kazimir Malevich,1879,1879,Josef Albers,Influenced On
Kazimir Malevich,1879,1879,Ad Reinhardt,Influenced On
Kazimir Malevich,1879,1879,Nasreen Mohamedi,Influenced On
Kazimir Malevich,1879,1879,Olga Rozanova,Friend
Kazimir Malevich,1879,1879,Lyubov Popova,Friend
Kazimir Malevich,1879,1879,Aleksandra Ekster,Friend
Kazimir Malevich,1879,1879,Marc Chagall,Friend
Kazimir Malevich,1879,1879,Laszlo Moholy-Nagy,Friend
Kazimir Malevich,1879,1879,Vadym Meller,Friend
Kazimir Malevich,1879,1879,Pavel Filonov,Friend
Bruce Nauman,1941,1941,David Hammons,Influenced On
Kuno Gonschior,1935,1935,Josef Albers,Influenced By
Richard Serra,1938,1938,Jessica Stockholder,Influenced On
Marie Bashkirtseff,1860,1860,Jules Bastien-Lepage,Influenced By
Marie Bashkirtseff,1860,1860,Jules Bastien-Lepage,Friend
Frida Kahlo,1907,1907,Amedeo Modigliani,Influenced By
Frida Kahlo,1907,1907,Diego Rivera,Influenced By
Frida Kahlo,1907,1907,Jose Clemente Orozco,Influenced By
Frida Kahlo,1907,1907,David Alfaro Siqueiros,Influenced By
Frida Kahlo,1907,1907,Judy Chicago,Influenced On
Frida Kahlo,1907,1907,Georgia O'Keeffe,Influenced On
Niko Pirosmani,1862,1862,Mikhail Larionov,Influenced By
Niko Pirosmani,1862,1862,Mikhail Larionov,Influenced On
Jim Dine,1935,1935,Edward Hopper,Influenced By
Koloman Moser,1868,1868,Gustav Klimt,Friend
Konstantin Korovin,1861,1861,Aleksey Savrasov,Pupil
Konstantin Korovin,1861,1861,Robert Falk,Influenced On
Konstantin Korovin,1861,1861,Mikhail Vrubel,Friend
Konstantin Somov,1869,1869,Vsevolod Maksymovych,Influenced On
Konstantin Yuon,1875,1875,Robert Falk,Teacher
Leon Bakst,1866,1866,Marc Chagall,Teacher
Leon Bakst,1866,1866,Marc Chagall,Influenced On
Maxfield Parrish,1870,1870,Thomas Pollock Anshutz,Pupil
Mikhail Nesterov,1862,1862,Aleksey Savrasov,Pupil
Mikhail Nesterov,1862,1862,Oleksandr Murashko,Influenced On
Pyotr Konchalovsky,1876,1876,Vasyl Yermylov,Teacher
Pyotr Konchalovsky,1876,1876,Yervand Kochar,Teacher
Saturnino Herran,1887,1887,Diego Rivera,Friend
Saturnino Herran,1887,1887,Roberto Montenegro,Friend
Stanisław Wyspiański,1869,1869,Jan Matejko,Pupil
Stanisław Wyspiański,1869,1869,Pierre Puvis de Chavannes,Influenced By
Stanisław Wyspiański,1869,1869,Paul Gauguin,Friend
Stanisław Wyspiański,1869,1869,Józef Mehoffer,Friend
Thomas Hart Benton,1889,1889,Jackson Pollock,Influenced On
Valentin Serov,1865,1865,Mikhail Larionov,Teacher
Valentin Serov,1865,1865,Ilya Repin,Pupil
Valentin Serov,1865,1865,Fedir Krychevsky,Influenced On
Valentin Serov,1865,1865,Robert Falk,Influenced On
Valentin Serov,1865,1865,Mikhail Vrubel,Friend
Vasily Polenov,1844,1844,Ilya Repin,Friend
