title,artwork_date,artist_name,birth_year,birth_year_key
"sometimes, not all the time",1996,Philip Rantzer,1958,1958
Letters,1992,Micha Ullman,1939,1939
Wall of Death,2001,Marco Brambilla,1960,1960
Madeleine the Brave,2006,Hans Berg,1978,1978
"14 Juillet (Bastille Day) Paris, Paris, Ile Saint-Louis",1958,Johan Van Der Keuken,1938,1938
Xenix,2013,Tabor Robak,1986,1986
Lines and Tones (Linhas e tons),1953,Gertrudes Altschul,1904,1904
"""Big"" vase",2009,Jiří Pelcl,1950,1950
NetHack,1987,The NetHack DevTeam,1987,1987
Max Headroom: 20 Minutes into the Future,1985,George Stone,1952,1952
Max Headroom: 20 Minutes into the Future,1985,Matt Frewer,1958,1958
The Glasgow Institute of the Fine Arts,1895,J. Herbert McNair,1868,1868
Bauhaus Staircase,2015,Katharina Gaenssler,1974,1974
Composition (Composição),1953,Marcel Giró,1912,1912
"Untitled [Várzea do Carmo housing complex, São Paulo]",1951,Ademar Manarini,1920,1920
Rainforest V (variation 1),1973,Composers Inside Electronics,1973,1973
High definition and objectives: expansion and transparency,2016,Neïl Beloufa,1985,1985
"Radio Tower, Moscow, Russia",1998,Vladimir Shukhov,1853,1853
The Excluded. In a Moment of Danger,2014,Chto Delat,2003,2003
Emergency Temporary Shelter,2010,Better Shelter,2010,2010
Inflatable Armchair,1967,Quasar (Nguyen Manh Khanh),1934,1934
Collision City,2010,Moon Hoon,1968,1968
House House,2009,Sharon Johnston,1965,1965
House House,2009,Mark Lee,1967,1967
Textile design,1960,Studio Boggeri,1933,1933
CM-2 Supercomputer,1987,Thinking Machines Corporation,1983,1983
CM-2 Supercomputer,1987,Danny Hillis,1956,1956
CM-2 Supercomputer,1987,Tamiko Thiel,1957,1957
Emile-Jacques Ruhlmann letterhead (Letter to Jean Badovici),1923,Emile-Jacques Ruhlmann,1879,1879
Liquid Loops,1967,Joshua Light Show,1967,1967
Pattern study of a staghorn cactus,1936,Eugene Masselink,1910,1910
"San Marcos-in-the-Desert Hotel, Phoenix South (formerly Salt River) Mountains, Arizona Project (Perspective)",1928,John Lloyd Wright,1892,1892
"Willits House, Highland Park, Illinois (Planting plan by Walter Burley Griffin)",1902,Walter Burley Griffin,1876,1876
Ascension (Ascenção),1960,Paulo Pires da Silva,1928,1928
Composition in Black and White (Composição em branco e preto),1951,Eduardo Salvatore,1914,1914
Sand (Areia),1950,José Yalenti,1895,1895
Koolhaas Houselife,2008,Ila Bêka,1967,1967
Koolhaas Houselife,2008,Louise Lemoine,1981,1981
Kamoinge Workshop Portfolio Two,1965,Kamoinge Workshop,1963,1963
"Harlem, New York",1964,Herbert E. Randall,1936,1936
"117th St., Harlem, New York",1965,Shawn W. Walker,1940,1940
Watermelon Patch,1905,Edwin S. Porter,1870,1870
Watermelon Patch,1905,Wallace McCutcheon,1858,1858
L’ Assalt (Postcard),1926,Tato (Guglielmo Sansoni),1896,1896
Movimento Futurista letterhead,1933,Antonio Marasco,1896,1896
1 mark note (Emergency currency issued by the city of Itzehoe),1921,Wenzel Hablik,1881,1881
Woven Panel,2016,Manuel Herz Architects,1999,1999
Woven Panel,2016,National Union of Sahrawi Women,1979,1979
Greenhouse Wall,2014,Ronald Rael,1971,1971
Greenhouse Wall,2014,Virginia San Fratello,1971,1971
Sonakinatography Movement #II Sheet B 1st Variation,1969,Channa Horwitz,1932,1932
"Comme des Garcons, Paris",1980,Deborah Turbeville,1932,1932
Energy Scaffolds and Information Architecture (Source),2015,Louise Despont,1983,1983
Alberto Greco in Piedralaves,1963,Alberto Greco,1931,1931
Afterimage from the Beginning of the World,1996,Byung Hoon Choi,1952,1952
"The Part About the Bandits, Part 1 of the Incidental Insurgents",2012,Basel Abbas,1983,1983
"The Part About the Bandits, Part 1 of the Incidental Insurgents",2012,Ruanne Abou-Rahme,1983,1983
The Unfinished Conversation,2012,John Akomfrah,1957,1957
Emissary in the Squat of Gods,2015,Ian Cheng,1984,1984
Circus (Circense),1951,Julio Agostinelli,1919,1919
Storm Sequence,2000,Shaun Gladwell,1972,1972
"Nada levarei quando morrer, aqueles que me devem cobrarei no inferno (When I die I will take nothing, those who owe me I will charge in hell)",1980,Miguel Rio Branco,1946,1946
Country Ball 1989-2012,2012,Jacolby Satterwhite,1986,1986
Rocked In,1957,Dragoljub Pavlov,1940,1940
Rocked In,1957,Bora Vitorac,1940,1940
One Plus Ten (Um mais dez),1960,João Bizarro Da Nave Filho,1908,1908
Rails (Trilhos),1951,André Carneiro,1922,1922
Fluorescent Symphony (Sinfonia fluorescente),1960,Lucílio Corrêa Leite Filho,1915,1915
Confidential (Confidencial),1960,Ivo Ferreira da Silva,1911,1911
Everyday Scenes (Cenas quotidianas),1949,German Lorca,1922,1922
Vertigo (Vertigem),1949,Aldo Augusto de Souza Lima,1920,1920
"Letter to Frank Lloyd Wright from Arata Endo, Tokyo, September 8, 1920",1920,Arata Endo,1889,1889
Judy and Four Boys,1961,Lida Moser,1920,1920
Red / Red (Untitled) Diptych 1,2015,Aslı Çavuşoğlu,1982,1982
Caderno de referência no. 70,2000,Hudinilson Jr.,1957,1957
Anxiety Painting,2014,Avery Singer,1987,1987
The Blue Nile,1964,Palmer Hayden,1890,1890
Posey Restraint,2014,Park McArthur,1984,1984
"National Ex-Slave Mutual Relief, Bounty and Pension Association Badges",2016,Cameron Rowland,1988,1988
"Positive Ambiguity (beard, lectern, teleprompter, wind machine, confidence)",2015,DIS,2010,2010
Independence/Nakba,2013,Fazal Sheikh,1965,1965
Portrait of Cultivation,2009,Lieko Shiga,1980,1980
Semina 1,1955,Hermann Hesse,1877,1877
Semina 3,1958,Michael McClure,1932,1932
Survivor Series (for Parkett no. 96),2015,Pamela Rosenkranz,1979,1979
Autoconclusión (for Parkett no. 97),2015,Abraham Cruzvillegas,1968,1968
The Age of Insects,1990,Eric Marciano,1959,1959
Rhythym printed textile,1947,Frederic Karoly,1898,1898
Eagles printed textile,1947,Milton Weiner,1914,1914
Menlo Fabrics textile samples,1948,Menlo Textiles,1920,1920
"Primer sets of a revealing graphic, personal history of Western Painting using the complete and basic iambus throughout. Eighty pieces, ten each set of eight: Marster Buckt Tho Nitid / Makar Vanisht Oyez Fúnnee",1972,Dale Henry,1931,1931
View-master (model G),1962,Charles Harrison,1931,1931
Alzabile Floor Lamp - Lte 3,1948,Ignazio Gardella,1905,1905
"Ss. Cyril and Methodius University Campus, Skopje, Macedonia (First-floor plan, 1:50)",1970,Marko Mušič,1941,1941
"Exhibition poster for the retrospective of Janko Konstantinov (Collage of different building projects, including the Counter Hall of the Telecommunications Center in the background)",1984,Janko Konstantinov,1926,1926
"Goce Delčev Student Dormitory, Skopje, Macedonia (Site plan, 1:250)",1969,Georgi Konstantinovski,1930,1930
"Cultural Center/Macedonian Opera and Ballet, Skopje, Macedonia (Roof plan)",1968,Biro 71,1971,1971
"Cultural Center/Macedonian Opera and Ballet, Skopje, Macedonia (Roof plan)",1968,Štefan Kacin,1939,1939
"Cultural Center/Macedonian Opera and Ballet, Skopje, Macedonia (Roof plan)",1968,Jurij Princes,1933,1933
"Cultural Center/Macedonian Opera and Ballet, Skopje, Macedonia (Roof plan)",1968,Bogdan Splinder,1940,1940
"Cultural Center/Macedonian Opera and Ballet, Skopje, Macedonia (Roof plan)",1968,Marjan Uršič,1934,1934
Organisches versus lineare Formen,1953,Romain Urhausen,1930,1930
Apricots (Aprikosen),1931,Elisabeth Hase,1905,1905
Theme Three Times no. 22,1950,Omar Carreño,1927,1927
Homage to Malevich,1953,Carlos González Bogen,1920,1920
Curves and Straight Series,1948,Alfredo Hlito,1923,1923
Concrete 61,1957,Judith Lauand,1922,1922
Invention no. 150,1948,Raúl Lozza,1911,1911
Development of a Triangle,1949,Tomás Maldonado,1922,1922
Project for Mural (Polychrome Columns),1954,Mateo Manaure,1926,1926
Cut-out Frame no. 2,1946,Juan Melé,1923,1923
Articulated Arrhythmic,1955,Rubén Núñez,1930,1930
Yellow Quadrangle,1955,Rhod Rothfuss,1920,1920
Visual Chess,1965,Antonieta Sosa,1940,1940
"Poster for Louise Lawler, Cindy Sherman, Laurie Simmons, Museum of Contemporary Art, Helsinki, March 26–May 9, 1993",1993,Max Becher,1964,1964
Babe Bows Out,1948,Nat Fein,1914,1914
Snugli,1971,Ann Moore,1934,1934
Snugli,1971,Lucille Aukerman,1909,1909
Snugli,1971,Snugli Cottage Industries,1964,1964
Motorcycle jacket,1955,Irving Schott,1891,1891
Moon Boot,1983,Giancarlo Zanatta,1938,1938
Wrap Dress,1974,Diane von Furstenberg,1946,1946
Wrap Dress,1974,DVF Studio LLC,1998,1998
Fluid Light--Winds between the Worlds,1950,Carlotta Corpron,1901,1901
Yosef,2008,Richard Learoyd,1966,1966
"Assembly Building, Glenn L. Martin Company, Baltimore, MD",1937,Albert Kahn,1869,1869
"Wolf Vostell's Kleenex 4, performed by Wolf Vostell and Joseph Beuys during 9 Décollagen, Galerie Parnass, Wuppertal, September 14, 1963",1963,Rolf Jährling,1913,1913
"Tom’s database, 1967-2015",2015,Yve Laris Cohen,1985,1985
What the Heart Wants,2016,Cécile B. Evans,1983,1983
Dyke,1993,Catherine Opie,1961,1961
Untitled from the series African Spirits,2008,Samuel Fosso,1962,1962
"Ellen's Brackets wall-mounted shelving system,",1994,Ali Tayar,1959,1959
Dear Data,2014,Giorgia Lupi,1981,1981
Dear Data,2014,Stefanie Posavec,1981,1981
"Šerefudin White Mosque, Visoko, Bosnia and Herzegovina (West elevation)",1969,Zlatko Ugljen,1929,1929
"Aeronautical Museum, Belgrade, Serbia (Axonometric drawing and organizational scheme)",1969,Ivan Štraus,1928,1928
Acts of Live Art,1980,John Sex,1956,1956
And on a Different Note,2015,Mohammad Shawky Hassan,1981,1981
Down Jacket,1980,Moncler,1952,1952
Plowed Field in Frost,1930,Dr. Arvid Gutschow,1900,1900
Untitled (George Grosz in his Berlin Studio),1928,Ewald Hoinkis,1897,1897
Going to Work,1930,Eugen Rubin,1906,1906
"Main Station, Frankfurt",1931,Alfred Tritschler,1905,1905
Untitled (Bobby Kohlrausch's record attempt on the Reichsautobahn),1936,Paul Wolff,1887,1887
The Raven,2016,Toyin Ojih Odutola,1985,1985
"Bizarre Edition (Information Edition) of Equipo Movimiento - Movement of the See, Original Edition",1972,Raúl Marroquin,1948,1948
Lianhuanhua (Comic Book),2005,Xiao Yu,1965,1965
Lianhuanhua (Comic Book),2005,Liu Jianhua,1962,1962
Lianhuanhua (Comic Book),2005,Leng Lin,1965,1965
Untitled (Collage Book 9\18),1973,Keiichi Tanaami,1936,1936
Korner Kite: Birdman,1974,Karl Wirsum,1939,1939
"Florentina Hubaldo, CTE",2012,Lav Diaz,1958,1958
INAATE/SE,2016,Adam Khalil,1988,1988
INAATE/SE,2016,Zack Khalil,1991,1991
"Obligation 1, 2, 3",2016,Lionel Maunz,1976,1976
Antigone,1970,Zilia Sánchez,1926,1926
Yakshi,1984,Mrinalini Mukherjee,1949,1949
Still-Life with Cecil Beaton,1985,Frank Majore,1948,1948
Hot Eye,2016,N. Dash,1980,1980
"DeRhodes House, South Bend, Indiana (Perspective rendered by Marion Mahony Griffin)",1906,Marion Mahony Griffin,1871,1871
Royal Festival Hall Lounge Chair,1951,Robin Day,1915,1915
Anita Ekberg surrounded by Paparazzi defends herself with bow and arrow,1960,Marcello Geppetti,1933,1933
Lupina armchairs,1956,Niko Kralj,1920,1920
Desiccated Sculpture (Escultura dissecada),1968,Antoni Llena,1942,1942
"Elektroslavonija Headquarters, Osijek, Croatia (Longitudinal section, 1:50, 1973)",1967,Boris Krstulović,1932,1932
"Bhana Nath ji's home, Lunkaransar",1999,Gauri Gill,1970,1970
911 coupé,1963,"F.A. ""Butzi"" Porsche",1935,1935
"Hauz Khas. It must be marvelous for you in the West with your bars, clubs, gay liberation and all that from the series Exiles",1986,Sunil Gupta,1953,1953
Tabi Boots,1990,Maison Martin Margiela,1988,1988
K29 Keffiyeh 002,2017,Salim Al-Kadi,1979,1979
K29 Keffiyeh 002,2017,Beirut Architecture Office,2016,2016
Sleeping Bag Coat,1973,Norma Kamali,1968,1968
Sleeping Bag Coat,1973,Inc.,1945,1945
"Monument to the Ilinden Uprising, Kruševo, Macedonia (Competition entry: perspective, 1972)",1970,Iskra Grabulovski,1936,1936
"Monument to the Ilinden Uprising, Kruševo, Macedonia (Competition entry: perspective, 1972)",1970,Jordan Grabulovski,1925,1925
Las Dos Fridas (The Two Fridas),1989,Las Yeguas del Apocalipsis,1987,1987
Las Dos Fridas (The Two Fridas),1989,Pedro Mardones Lemebel,1952,1952
Las Dos Fridas (The Two Fridas),1989,Francisco Casas Silva,1959,1959
Untitled (from the series The Hysterics),1967,Feliza Bursztyn,1933,1933
Oiseaux-Vogel,1997,Jochen Lempert,1958,1958
Stationery letterhead for the Arbeiders Jeugd Centrale (Youth Workers Central),1924,Fré Cohen,1903,1903
Exhibition Stand with Mandatory Viewing Route (Ausstellungsstand mit zwangsläufiger Gehrichtung),1929,Heinz Loew,1903,1903
"We Will Build Daycares, Playgrounds, and Factory Kitchens. Enlist Working Women into the Ranks of Active Participants in the Industrial and Social Life of the Country! (Razvernem stroitel’stvo iaslei, detploshchadok, i fabrik-kukhon’, trudiashchiesia zhenshchiny—v riady aktivnykh uchastnits proizvodstvennoi i obshchestvennoi zhizni strany!)",1933,Natalia Pinus,1901,1901
Poster for the magazine The Industrial Leatherworker (Industrial’nyi kozhevnik),1930,Elena Semenova,1898,1898
Untitled (typographic study),1937,Samuel Szczekacz,1917,1917
Succulent,2010,Rodney McMillian,1969,1969
The Fountain of Prosperity (Answers to Some Questions About Bananas),2006,Michael Stevenson,1964,1964
"""Panti-Legs"" stockings",1960,Glen Raven,1880,1880
Triptych #6,1976,Steve Kahn,1943,1943
Trinity Trail,2015,Sandra Vásquez de la Horra,1967,1967
"The Advertisement (De Reclame) vol. 5, no.1",1926,Nicolaas van de Vecht,1886,1886
Bret.on shirt,2017,Unmade,2014,2014
Seated Pantyhose,2017,Lucy Jones,1991,1991
Seated Pantyhose,2017,Ffora,2017,2017
"Straight Line, Landscape",2014,Li Ming,1986,1986
Encierro (Confinement),1968,Graciela Carnevale,1942,1942
Building the City,2016,Rajesh Vangad,1975,1975
Poster for the film Cement (Tsement) directed by Vladmir Vilner based on the novel by Fyodor Gladkov,1933,Mikhail Dlugach,1893,1893
Poster for the film Strike (Stachka) directed by Sergei Eisenstein,1924,Anton Lavinsky,1893,1893
Futurism (Futuryzje) (Poetry booklet),1919,Anatol Stern,1899,1899
Blok no. 6-7,1924,Mieczysław Szczuka,1898,1898
Blok no. 6-7,1924,Teresa Żarnower,1897,1897
Poster for SIRIS extract,1901,Edmund Edel,1863,1863
Airplanes in Formation (Areoplani [sic] in formazione). Maquette for the journal L’ala d’Italia (The wing of Italy),1938,"Riccardo ""Ricas"" Castagnedi",1912,1912
Light Construction (Costruzione luce),1919,Gino Cantarelli,1889,1889
Une ville à Chandigarh,1966,Alain Tanner,1929,1929
Sneaker Mask - Yeezy Boost 350 V2,2016,Zhijun Wang,1982,1982
Chips #1,2004,Valérie Belin,1964,1964
A Ground (0083),2015,Paul Mpagi Sepuya,1962,1962
Shameplex,2015,Anicka Yi,1971,1971
Resident Evil,2016,Sondra Perry,1986,1986
Tarefa I (Assignment I),1982,Letícia Parente,1930,1930
Acción de la Estrella (Star Action),1979,Carlos Leppe,1952,1952
We Who Feel Differently,2012,Carlos Motta,1978,1978
It Is Easy to Have Top Brand Gifts (È facile avere regali di gran marca),1964,Ketty La Rocca,1938,1938
Untitled (Lady of the Mercians),1973,Rosemary Mayer,1943,1943
"High-relief # 1: Doctors. A mother with a child patient (Nadiya A. Shirinskaya, b. 1924 and Alisa A. Ivanova, b. 1954), a doctor (Nina P. Povarushkina, b. 1926), and a pediatric nurse (Nadezhda M. Smolina, b.1920)",2015,Liisa Roberts,1969,1969
Ameryka,1972,KwieKulik,1971,1971
The Splendor of Myself II,1997,Zofia Kulik,1947,1947
Montreal 1976 Olympic Games Women's Swimsuit,1976,Speedo,1914,1914
Present Memory,2009,Alejandro Cesarco,1975,1975
Mouths of Ash,2003,Juan Manuel Echavarría,1947,1947
Poetry,2008,Pedro Manrique Figueroa,1934,1934
Looting,2010,Regina José Galindo,1974,1974
Have you ever seen the snow?,2010,Mario García Torres,1975,1975
Notes on the limit of the sea,2011,Maria Laet,1982,1982
Wuthering Heights,2001,Juan Nascimento,1969,1969
Wuthering Heights,2001,Daniela Lovera,1968,1968
Matthias Grünewald,2012,Marcel van Eeden,1965,1965
Stage (as seen on Afghan Star),2011,Amalia Pica,1978,1978
Mute,2006,Wilfredo Prieto,1978,1978
Paso del Quindío I (Quindío Pass I),1992,José Alejandro Restrepo,1959,1959
Autologous between water and air,1981,Jennifer Hackshaw,1948,1948
Autologous between water and air,1981,Nan González,1956,1956
Soul Bowl (for Parkett no. 98),2016,Theaster Gates,1973,1973
Upon (for Parkett no. 98),2016,Lee Kit,1978,1978
White Male Selfies (for Parkett no. 99),2017,Omer Fast,1972,1972
Return 77-A,1977,Chung Chang-Sup,1927,1927
"Casa Devalle, Turin, Italy",1939,Carlo Mollino,1905,1905
Classic Medium Grey Suit in Super 120s Wool,2017,Thom Browne,2001,2001
Zoa. A new animal is born.,2017,Suzanne Lee,1969,1969
Zoa. A new animal is born.,2017,Amy Congdon,1986,1986
Zoa. A new animal is born.,2017,Modern Meadow,2011,2011
Zoa. A new animal is born.,2017,Zoa,2017,2017
FitBit Prototype: Soft Microfluidic Lab on the Skin,2016,John A. Rogers,1967,1967
Jumpsuit Specimen,2017,Richard Malone,1990,1990
Jumpsuit Specimen,2017,Richard Malone,2015,2015
500f city car,1957,Dante Giacosa,1905,1905
Poster for May Day,1932,Ekaterina Zernova,1900,1900
"Poster for an exhibition of the Technical Schools of Applied Arts of Bavaria (Gewerbliche Fachschulen Bayerns Ausstellung), Kunstgewerbemuseum, Zürich",1928,Paul Renner,1878,1878
Poster design (unrealized) for November Group Artists' Festival (Künstlerfest der Novembergruppe),1920,Moriz Melzer,1877,1877
Maquette for frontispiece of The House of the Vanishing Goblets (Dům mizejících pohárů) by Arlo Channing Edington and Carmen Ballen Edington,1931,Josef Hesoun,1903,1903
Vienna to Budapest (Poster for the Budapest Municipal Tourist Information Bureau in Vienna),1931,Aladár Richter,1898,1898
Poster for Amaro Cora,1928,Nikolay Diulgheroff,1901,1901
"Poster design for International Hygiene Exhibition (Internationale Hygiene Ausstellung), Dresden, May–October 1930",1930,Erich Mrozek,1910,1910
Refugee Flag,2016,Yara Said,1991,1991
"Cerak Vinogradi Housing Estate, Belgrade, Serbia (Interior Perspectives, c. 1980)",1977,Darko Marušić,1940,1940
"Cerak Vinogradi Housing Estate, Belgrade, Serbia (Interior Perspectives, c. 1980)",1977,Milenija Marušić,1940,1940
"Gummlin, Usedom, Mecklenburg-Vorpommern, Germany",1975,Sibylle Bergemann,1941,1941
Legacy (From the series Homage to Luis Barragán),2012,Martirene Alcántara,1965,1965
"""StarckNaked"" dress",1997,Wolford,1950,1950
Veronica's Horror,2017,Em Rooney,1983,1983
"Felt Angle, box for standing",2017,B. Ingrid Olson,1987,1987
Dashiki,1968,Jason Benning,1935,1935
Dashiki,1968,New Breed,1968,1968
Unfinished Spaces,2011,Alysa Nahmias,1978,1978
Unfinished Spaces,2011,Benjamin Murray,1979,1979
The Touch Retouched,2002,Marie Losier,1972,1972
Fading Field No. 1,2012,Elena Damiani,1979,1979
Citrus 6906,1973,Héctor Fuenmayor,1949,1949
Purple Haze,2011,Suwon Lee,1977,1977
Mouse Pad,2000,Luis Molina-Pantin,1969,1969
ADM,1978,Roberto Obregón,1946,1946
"Untitled (Egg 20 and 21st, October 2010) (Huevo 20 y 21st de oct. 2010)",2010,Bernardo Ortiz Campo,1972,1972
El Eje del Mundo (The Axis of the World) from the series Objetos Inquietantes (Disquieting Objects),1990,Claudio Perna,1938,1938
El Eje del Mundo (The Axis of the World) from the series Objetos Inquietantes (Disquieting Objects),1990,Abel Naím,1961,1961
Empossamento #8,2003,Mauro Restiffe,1970,1970
Untitled (Seeding),2016,Naotaka Hiro,1972,1972
"Erotica Texte, Paralelle Aufführungen Neuster Musik, Kunsthandel Monet, Amsterdam, October 5, 1962",1962,Dieter Hülsmanns,1940,1940
"Block 22, New Belgrade, Serbia (Apartment layout iterations)",1968,Aleksandar Stjepanović,1931,1931
"Block 22, New Belgrade, Serbia (Apartment layout iterations)",1968,Branislav Karadžić,1929,1929
Reveillon Fédéral,1992,Bodys Isek Kingelez,1948,1948
High Noon,2014,Sam Contis,1982,1982
"Suit (Yohji Yamamoto pour homme, Autumn/Winter 2014/15)",2003,Yohji Yamamoto,1981,1981
"Theatre, or Cave",2014,Sofia Borges,1984,1984
Cargo Cults: Head Bundle,2013,Stephanie Syjuco,1974,1974
Briefs,1980,Calvin Klein,1968,1968
Mask in Reverse,2016,Matthew Connors,1976,1976
My Birth,2018,Carmen Winant,1983,1983
The Council,2018,Adelita Husni-Bey,1985,1985
"""Money Manicure"" artificial nails",1990,Bernadette Thompson,1969,1969
3 Dances,1964,Gene Friedman,1928,1928
Baseball cap,1950,New Era Cap Co.,1920,1920
In Search of the Perfect Double (I),2016,Kaari Upson,1970,1970
Superstar sneakers,1983,Adidas,1949,1949
"The Rehearsal Piece, La pieza ensayo",2008,Ana Maria Millan,1975,1975
"The Rehearsal Piece, La pieza ensayo",2008,Eduardo Carvajal,1949,1949
Mecca,1967,Monika Correa,1938,1938
Gay Semiotics,1977,Hal Fischer,1950,1950
"Fragments from a Visual Journal: November 16, 1977 to January 9, 1978",1977,Donna-Lee Phillips,1941,1941
"Untitled from the series Figur I, Figur II",2015,Andrzej Steinbach,1983,1983
"Ambrussum, France",1999,Elger Esser,1967,1967
"XXXI, FROWST",2013,Joanna Piotrowska,1985,1985
With the Eyes of Others,1973,Károly Kismányoky,1946,1946
Concepts Like Commentary,1971,Géza Perneczky,1936,1936
"Performance at Amstel 47, Amsterdam, August 1, 1964",1964,Dorine van der Klei,1940,1940
My Brother’s Wedding,1983,Charles Burnett,1944,1944
H.O.,1979,Ivan Cardoso,1952,1952
APEX,2013,Arthur Jafa,1960,1960
"Maintainers (for Parkett, no. 100/101)",2017,Nairy Baghramian,1971,1971
"Cat's Head (for Parkett, no. 100/101)",2017,Nicolas Party,1980,1980
"Untitled (for Parkett, no. 100/101)",2017,Jordan Wolfson,1980,1980
Attempting to Escape the Frame with Mask No. 3,1965,ORLAN (Mirielle Suzanne Francette Porte),1947,1947
After Oil,2016,Rania Ghosn,1977,1977
After Oil,2016,El Hadi Jazairy,1970,1970
Too Sweet,2016,Henry Taylor,1958,1958
DS 23 sedan,1954,Flaminio Bertoni,1903,1903
DS 23 sedan,1954,Robert Opron,1932,1932
DS 23 sedan,1954,André Lefèbvre,1894,1894
DS 23 sedan,1954,Paul Magès,1908,1908
Wakemaster Jewel,2015,Constance DeJong,1950,1950
Associations,1975,John Smith,1952,1952
Double Negative,2015,Amie Siegel,1974,1974
Unknown,1967,Noah Purifoy,1917,1917
View through Elliot's Shack Looking South,1971,Lois Dodd,1927,1927
"Monument to the Ilinden Uprising, Kruševo, Macedonia",2016,Valentin Jeck,1964,1964
"Monument to the Battle of the Sutjeska, Tjentište, Bosnia and Herzegovina (View of the monument, 2016)",2017,Miodrag Živković,1928,1928
"Block 23, New Belgrade, Serbia (View of buildings 1 to 4, 2016)",2016,Milutin Glavički,1930,1930
"Museum of People’s Revolution, Sarajevo, Bosnia and Herzegovina (Exterior view of the entrance, 2016)",2016,Boris Magaš,1930,1930
"Revolution Square (today Republic Square), Ljubljana, Slovenia",2016,Edvard Ravnikar,1907,1907
"S2 Office Tower, Ljubljana, Slovenia (Exterior view, 2016)",2016,Milan Mihelič,1925,1925
"National and University Library of Kosovo, Pristina, Kosovo (Exterior view, 2016)",2017,Andrija Mutnjaković,1929,1929
"Building block on Braće Borozan Street, Split 3, Split, Croatia (Exterior view, 2016)",1970,Dinko Kovačić,1938,1938
"Building block on Braće Borozan Street, Split 3, Split, Croatia (Exterior view, 2016)",1970,Mihajlo Zorić,1939,1939
"Podgorica Hotel, Podgorica, Montenegro",2016,Svetlana Kana Radević,1937,1937
"Poster by Lawler/Rutledge/Pietrobono for Louise Lawler: WHY PICTURES NOW, The Museum of Modern Art, New York, April 30–July 30, 2017",2017,Kenneth Pietrobono,1982,1982
"Revue OU Cinquième Saison, no. 20/21",1964,James Guitet,1925,1925
"Revue OU Cinquième Saison, no. 20/21",1964,Françoise Janicot,1929,1929
"Revue OU Cinquième Saison, no. 22",1964,Jan Burka,1924,1924
"Revue OU Cinquième Saison, no. 22",1964,Paul-Armand Gette,1927,1927
"Revue OU Cinquième Saison, no. 22",1964,Edwin Morgan,1920,1920
"Revue OU Cinquième Saison, no. 22",1964,John Furnival,1933,1933
"Revue OU Cinquième Saison, no. 22",1964,Roberto Altmann,1942,1942
"Revue OU Cinquième Saison, no. 22",1964,Dom Sylvester Houédard,1924,1924
"Revue OU Cinquième Saison, no. 22",1964,Claude Pélieu,1934,1934
"Revue OU Cinquième Saison, no. 25",1965,Jean-Clarence Lambert,1930,1930
"Revue OU Cinquième Saison, no. 25",1965,Dora Feilane,1938,1938
"Revue OU Cinquième Saison, no. 25",1965,Alain Jouffroy,1928,1928
"Revue OU Cinquième Saison, no. 25",1965,Rodolfo Krasno,1926,1926
"Revue OU Cinquième Saison, no. 30/31",1967,Aude Jessemin,1937,1937
"Revue OU Cinquième Saison, no. 30/31",1967,Luc Peire,1916,1916
"Revue OU Cinquième Saison, no. 32",1967,Gil J Wolman,1929,1929
"Revue OU Cinquième Saison, no. 34/35",1969,Bob Cobbing,1920,1920
"Revue OU Cinquième Saison, no. 34/35",1969,Hugh Davies,1943,1943
"Revue OU Cinquième Saison, no. 34/35",1969,Hansjörg Gisiger,1919,1919
The Valise,2015,Christian Vinck Henriquez,1978,1978
"Boy and H, Harlem, New York",1961,Louis Draper,1935,1935
"Black Panthers hold Free Huey signs at a rally at the Alameda County Courthouse where Black Panther Minister of Defense, Huey P. Newton, is on trial for killing an Oakland policeman, Oakland, California",1968,Stephen Shames,1947,1947
Wire Loop,1908,Eugène Estanave,1867,1867
"Pragati Maidan: Hall of Nations and Halls of Industries for the India International Trade Fair, New Delhi, India",1970,Raj Rewal,1934,1934
Hooded Sweatshirt (model #VC178012),1980,Champion,1919,1919
It Began as a Military Experiment,2017,Trevor Paglen,1974,1974
"Wall House, Auroville, India (Plan)",1997,Anupama Kundoo,1967,1967
"Micro-Hutong, Beijing, China",2016,Zhang Ke,1970,1970
"Chi She, Shanghai, China",2017,Archi-Union Architects,2003,2003
Gate Hyderabad,1983,Ram Rahman,1955,1955
"Down under, shipyard, Darukhana",1990,Ketaki Sheth,1957,1957
Alli nalli og tunglið (Alli Nalli and the Moon),1959,Sigríður Björnsdóttir,1929,1929
Chuck Taylor All Stars sneakers,1952,Converse,1908,1908
Aviator Sunglasses,1970,Ray-Ban,1937,1937
Ballet flats,1956,Repetto,1947,1947
Backpack,1984,Prada,1913,1913
Backpack,1984,Miuccia Prada,1949,1949
Gore-Tex Parka,1980,Banana Equipment,1972,1972
"Black Goo, White Lace",2015,Torbjørn Rødland,1970,1970
Great Distortion,2016,Hiroki Tsukuda,1978,1978
"Fixed Standard (Paris, 2017)",2017,Jean-Luc Moulène,1955,1955
"""Kokon"" table-chair",1999,Jurgen Bey,1965,1965
Tripoli Cancelled,2017,Naeem Mohaiemen,1969,1969
Exclamation trays,2000,Miguel Calvo,1969,1969
"Macedonian Opera and Ballet, Skopje, Macedonia (View of the foyer, 2016)",2016,Bogdan Spindler,1940,1940
